sdf_number,annalog,protonated,isomers
72,c1(Cn2c(-c3cc(Cl)ccc3)c(C(N)=O)c(C(N[C@@H]3CC[C@@H]4[C@@H](C4)C4C3CCCCC4)=O)n2)cc(C)cnc1F,Cc1cnc(F)c(Cn2nc(C(=O)N[C@@H]3CC[C@H]4C[C@H]4C4CCCCCC43)c(C(N)=O)c2-c2cccc(Cl)c2)c1,Cc1cnc(F)c(Cn2nc(C(=O)N[C@@H]3CC[C@H]4C[C@H]4[C@@H]4CCCCC[C@@H]43)c(C(N)=O)c2-c2cccc(Cl)c2)c1
73,c1(Cn2c(-c3cc(Cl)ccc3)c(C(N)=O)c(C(N[C@@H]3CC[C@@H]4[C@@H](C4)C4C3CCCCC4)=O)n2)cc(C)cnc1F,Cc1cnc(F)c(Cn2nc(C(=O)N[C@@H]3CC[C@H]4C[C@H]4C4CCCCCC43)c(C(N)=O)c2-c2cccc(Cl)c2)c1,Cc1cnc(F)c(Cn2nc(C(=O)N[C@@H]3CC[C@H]4C[C@H]4[C@H]4CCCCC[C@@H]43)c(C(N)=O)c2-c2cccc(Cl)c2)c1
74,c1(Cn2c(-c3cc(Cl)ccc3)c(C(N)=O)c(C(N[C@@H]3CC[C@@H]4[C@@H](C4)C4C3CCCCC4)=O)n2)cc(C)cnc1F,Cc1cnc(F)c(Cn2nc(C(=O)N[C@@H]3CC[C@H]4C[C@H]4C4CCCCCC43)c(C(N)=O)c2-c2cccc(Cl)c2)c1,Cc1cnc(F)c(Cn2nc(C(=O)N[C@@H]3CC[C@H]4C[C@H]4[C@@H]4CCCCC[C@H]43)c(C(N)=O)c2-c2cccc(Cl)c2)c1
75,c1(Cn2c(-c3cc(Cl)ccc3)c(C(N)=O)c(C(N[C@@H]3CC[C@@H]4[C@@H](C4)C4C3CCCCC4)=O)n2)cc(C)cnc1F,Cc1cnc(F)c(Cn2nc(C(=O)N[C@@H]3CC[C@H]4C[C@H]4C4CCCCCC43)c(C(N)=O)c2-c2cccc(Cl)c2)c1,Cc1cnc(F)c(Cn2nc(C(=O)N[C@@H]3CC[C@H]4C[C@H]4[C@H]4CCCCC[C@H]43)c(C(N)=O)c2-c2cccc(Cl)c2)c1
76,n1(Cc2ccccc2)nc(C(NC2CCC2)=O)c(C(=O)O)c1-c1ccccc1,O=C(NC1CCC1)c1nn(Cc2ccccc2)c(-c2ccccc2)c1C(=O)[O-],O=C(NC1CCC1)c1nn(Cc2ccccc2)c(-c2ccccc2)c1C(=O)[O-]
77,n1(Cc2ccccc2)nc(C(N[C@@H]2CCC[C@H](c3ccccc3F)C2)=O)c(C(=O)N)c1-c1ccccc1C,Cc1ccccc1-c1c(C(N)=O)c(C(=O)N[C@@H]2CCC[C@H](c3ccccc3F)C2)nn1Cc1ccccc1,Cc1ccccc1-c1c(C(N)=O)c(C(=O)N[C@@H]2CCC[C@H](c3ccccc3F)C2)nn1Cc1ccccc1
78,n1(Cc2ccc(Cl)cc2)nc(C(N[C@@H]2CC[C@H](C(C)(O)C)C2)=O)c(C(=O)O)c1-c1cc(Cl)ccc1,CC(C)(O)[C@H]1CC[C@@H](NC(=O)c2nn(Cc3ccc(Cl)cc3)c(-c3cccc(Cl)c3)c2C(=O)[O-])C1,CC(C)(O)[C@H]1CC[C@@H](NC(=O)c2nn(Cc3ccc(Cl)cc3)c(-c3cccc(Cl)c3)c2C(=O)[O-])C1
79,[nH]1nc(-c2c(F)cc(OC)cc2F)nc1-c1cc(Cl)ccc1,COc1cc(F)c(-c2n[nH]c(-c3cccc(Cl)c3)n2)c(F)c1,COc1cc(F)c(-c2n[nH]c(-c3cccc(Cl)c3)n2)c(F)c1
80,[nH]1nc(-c2c(F)cc(OC)cc2F)nc1-c1cc(Cl)ccc1,COc1cc(F)c(-c2nnc(-c3cccc(Cl)c3)[nH]2)c(F)c1,COc1cc(F)c(-c2nnc(-c3cccc(Cl)c3)[nH]2)c(F)c1
81,[nH]1nc(-c2c(F)cc(OC)cc2F)nc1-c1cc(Cl)ccc1,COc1cc(F)c(-c2nc(-c3cccc(Cl)c3)n[nH]2)c(F)c1,COc1cc(F)c(-c2nc(-c3cccc(Cl)c3)n[nH]2)c(F)c1
82,[C@]12(/N=c3/nc(-c4ccccc4)n(Cc4ccccc4)n3C)C[C@@H]3C[C@H](C1)C[C@@H](C3)C2,Cn1/c(=N\[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nc(-c2ccccc2)n1Cc1ccccc1,Cn1/c(=N\[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nc(-c2ccccc2)n1Cc1ccccc1
83,[C@]12(/N=c3/nc(-c4ccc(F)cc4)n(Cc4ccc(F)cc4)n3C)C[C@@H]3C[C@H](C1)C[C@@H](C3)C2,Cn1/c(=N\[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nc(-c2ccc(F)cc2)n1Cc1ccc(F)cc1,Cn1/c(=N\[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nc(-c2ccc(F)cc2)n1Cc1ccc(F)cc1
84,[C@]12(N=c3/nc(-c4cccnc4)n(Cc4cc(Cl)c(Cl)cc4)[nH]3)C[C@@H]3C[C@H](C1)C[C@@H](C3)C2,Clc1ccc(Cn2[nH]c(=N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)nc2-c2cccnc2)cc1Cl,Clc1ccc(Cn2[nH]/c(=N/[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)nc2-c2cccnc2)cc1Cl
85,[C@]12(N=c3/nc(-c4cccnc4)n(Cc4cc(Cl)c(Cl)cc4)[nH]3)C[C@@H]3C[C@H](C1)C[C@@H](C3)C2,Clc1ccc(Cn2[nH]c(=N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)nc2-c2cccnc2)cc1Cl,Clc1ccc(Cn2[nH]/c(=N\[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)nc2-c2cccnc2)cc1Cl
86,[C@]12(N=c3/nc(-c4cccnc4)n(Cc4cc(Cl)c(Cl)cc4)[nH]3)C[C@@H]3C[C@H](C1)C[C@@H](C3)C2,Clc1ccc(Cn2nc(N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)nc2-c2cccnc2)cc1Cl,Clc1ccc(Cn2nc(N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)nc2-c2cccnc2)cc1Cl
87,[C@]12(/N=c3/nc(-c4cc(Cl)ccc4)n(Cc4cc(Cl)c(Cl)cc4)n3C)C[C@@H]3C[C@H](C1)C[C@@H](C3)C2,Cn1/c(=N\[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nc(-c2cccc(Cl)c2)n1Cc1ccc(Cl)c(Cl)c1,Cn1/c(=N\[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nc(-c2cccc(Cl)c2)n1Cc1ccc(Cl)c(Cl)c1
88,[C@]12(/N=c3/nc(-c4cc(S(C)(=O)=O)ccc4)n(C4CC4)[nH]3)C[C@@H]3C[C@H](C1)C[C@@H](C3)C2,CS(=O)(=O)c1cccc(-c2n/c(=N/[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)[nH]n2C2CC2)c1,CS(=O)(=O)c1cccc(-c2n/c(=N/[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)[nH]n2C2CC2)c1
89,[C@]12(/N=c3/nc(-c4cc(S(C)(=O)=O)ccc4)n(C4CC4)[nH]3)C[C@@H]3C[C@H](C1)C[C@@H](C3)C2,CS(=O)(=O)c1cccc(-c2nc(N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)nn2C2CC2)c1,CS(=O)(=O)c1cccc(-c2nc(N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)nn2C2CC2)c1
90,[C@]12(/N=c3/nc(-c4cc(S(C)(=O)=O)ccc4)n(C4CC4)[nH]3)C[C@@H]3C[C@H](C1)C[C@@H](C3)C2,CS(=O)(=O)c1cccc(-c2nc(=N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)[nH]n2C2CC2)c1,CS(=O)(=O)c1cccc(-c2n/c(=N\[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)[nH]n2C2CC2)c1
91,[C@]12(NC=N)OC(C(C)C)=NC[C@@H]3C[C@H](C1)C[C@@H](C3)C2,CC(C)C1=NC[C@H]2C[C@@H]3C[C@H](C2)C[C@@](NC=N)(C3)O1,CC(C)/C1=N/C[C@H]2C[C@@H]3C[C@H](C2)C[C@@](NC=N)(C3)O1
92,[C@]12(NC=N)OC(C(C)C)=NC[C@@H]3C[C@H](C1)C[C@@H](C3)C2,CC(C)C1=NC[C@H]2C[C@@H]3C[C@H](C2)C[C@@](NC=N)(C3)O1,CC(C)/C1=N\C[C@H]2C[C@@H]3C[C@H](C2)C[C@@](NC=N)(C3)O1
93,[C@]12(NC=N)OC(C(C)C)=NC[C@@H]3C[C@H](C1)C[C@@H](C3)C2,CC(C)C1=NC[C@H]2C[C@@H]3C[C@H](C2)C[C@@](N=CN)(C3)O1,CC(C)/C1=N/C[C@H]2C[C@@H]3C[C@H](C2)C[C@@](/N=C/N)(C3)O1
94,[C@]12(NC=N)OC(C(C)C)=NC[C@@H]3C[C@H](C1)C[C@@H](C3)C2,CC(C)C1=NC[C@H]2C[C@@H]3C[C@H](C2)C[C@@](N=CN)(C3)O1,CC(C)/C1=N\C[C@H]2C[C@@H]3C[C@H](C2)C[C@@](/N=C/N)(C3)O1
95,[C@]12(NC=N)OC(C(C)C)=NC[C@@H]3C[C@H](C1)C[C@@H](C3)C2,CC(C)C1=NC[C@H]2C[C@@H]3C[C@H](C2)C[C@@](N=CN)(C3)O1,CC(C)/C1=N/C[C@H]2C[C@@H]3C[C@H](C2)C[C@@](/N=C\N)(C3)O1
96,[C@]12(NC=N)OC(C(C)C)=NC[C@@H]3C[C@H](C1)C[C@@H](C3)C2,CC(C)C1=NC[C@H]2C[C@@H]3C[C@H](C2)C[C@@](N=CN)(C3)O1,CC(C)/C1=N\C[C@H]2C[C@@H]3C[C@H](C2)C[C@@](/N=C\N)(C3)O1
97,[C@]12(/N=c3/nc(-c4cc([N+](=O)[O-])ccc4)n(Cc4c(F)cc(C#N)cn4)[nH]3)C[C@@H]3C[C@H](C1)C[C@@H](C3)C2,N#Cc1cnc(Cn2[nH]/c(=N\[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)nc2-c2cccc([N+](=O)[O-])c2)c(F)c1,N#Cc1cnc(Cn2[nH]/c(=N\[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)nc2-c2cccc([N+](=O)[O-])c2)c(F)c1
98,[C@]12(/N=c3/nc(-c4cc([N+](=O)[O-])ccc4)n(Cc4c(F)cc(C#N)cn4)[nH]3)C[C@@H]3C[C@H](C1)C[C@@H](C3)C2,N#Cc1cnc(Cn2nc(N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)nc2-c2cccc([N+](=O)[O-])c2)c(F)c1,N#Cc1cnc(Cn2nc(N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)nc2-c2cccc([N+](=O)[O-])c2)c(F)c1
99,[C@]12(/N=c3/nc(-c4cc([N+](=O)[O-])ccc4)n(Cc4c(F)cc(C#N)cn4)[nH]3)C[C@@H]3C[C@H](C1)C[C@@H](C3)C2,N#Cc1cnc(Cn2[nH]c(=N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)nc2-c2cccc([N+](=O)[O-])c2)c(F)c1,N#Cc1cnc(Cn2[nH]/c(=N/[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)nc2-c2cccc([N+](=O)[O-])c2)c(F)c1
100,C1=C(NS(=O)(c2ccc(C(C)(C)C)cc2)=O)/C(=N\Nc2nn(Cc3cc(Cl)c(Cl)cc3)c3ccccc32)C1,CC(C)(C)c1ccc(S(=O)(=O)NC2=CC/C2=N/Nc2nn(Cc3ccc(Cl)c(Cl)c3)c3ccccc23)cc1,CC(C)(C)c1ccc(S(=O)(=O)NC2=CC/C2=N/Nc2nn(Cc3ccc(Cl)c(Cl)c3)c3ccccc23)cc1
101,C1=C(NS(=O)(c2ccc(C(C)(C)C)cc2)=O)/C(=N\Nc2nn(Cc3cc(Cl)c(Cl)cc3)c3ccccc32)C1,CC(C)(C)c1ccc(S(=O)(=O)N=C2CC/C2=N/Nc2nn(Cc3ccc(Cl)c(Cl)c3)c3ccccc23)cc1,CC(C)(C)c1ccc(S(=O)(=O)/N=C2\CC\C2=N\Nc2nn(Cc3ccc(Cl)c(Cl)c3)c3ccccc23)cc1
102,C1=C(NS(=O)(c2ccc(C(C)(C)C)cc2)=O)/C(=N\Nc2nn(Cc3cc(Cl)c(Cl)cc3)c3ccccc32)C1,CC(C)(C)c1ccc(S(=O)(=O)N=C2CC/C2=N/Nc2nn(Cc3ccc(Cl)c(Cl)c3)c3ccccc23)cc1,CC(C)(C)c1ccc(S(=O)(=O)/N=C2/CC/C2=N/Nc2nn(Cc3ccc(Cl)c(Cl)c3)c3ccccc23)cc1
103,C1=C(NS(=O)(c2ccc(C(C)(C)C)cc2)=O)/C(=N\Nc2nn(Cc3cc(Cl)c(Cl)cc3)c3ccccc32)C1,CC(C)(C)c1ccc(S(=O)(=O)NC2=CCC2N=Nc2nn(Cc3ccc(Cl)c(Cl)c3)c3ccccc23)cc1,CC(C)(C)c1ccc(S(=O)(=O)NC2=CC[C@@H]2/N=N/c2nn(Cc3ccc(Cl)c(Cl)c3)c3ccccc23)cc1
104,C1=C(NS(=O)(c2ccc(C(C)(C)C)cc2)=O)/C(=N\Nc2nn(Cc3cc(Cl)c(Cl)cc3)c3ccccc32)C1,CC(C)(C)c1ccc(S(=O)(=O)NC2=CCC2N=Nc2nn(Cc3ccc(Cl)c(Cl)c3)c3ccccc23)cc1,CC(C)(C)c1ccc(S(=O)(=O)NC2=CC[C@H]2/N=N/c2nn(Cc3ccc(Cl)c(Cl)c3)c3ccccc23)cc1
105,C1=C(NS(=O)(c2ccc(C(C)(C)C)cc2)=O)/C(=N\Nc2nn(Cc3cc(Cl)c(Cl)cc3)c3ccccc32)C1,CC(C)(C)c1ccc(S(=O)(=O)NC2=CCC2N=Nc2nn(Cc3ccc(Cl)c(Cl)c3)c3ccccc23)cc1,CC(C)(C)c1ccc(S(=O)(=O)NC2=CC[C@@H]2/N=N\c2nn(Cc3ccc(Cl)c(Cl)c3)c3ccccc23)cc1
106,C1=C(NS(=O)(c2ccc(C(C)(C)C)cc2)=O)/C(=N\Nc2nn(Cc3cc(Cl)c(Cl)cc3)c3ccccc32)C1,CC(C)(C)c1ccc(S(=O)(=O)NC2=CCC2N=Nc2nn(Cc3ccc(Cl)c(Cl)c3)c3ccccc23)cc1,CC(C)(C)c1ccc(S(=O)(=O)NC2=CC[C@H]2/N=N\c2nn(Cc3ccc(Cl)c(Cl)c3)c3ccccc23)cc1
107,C1=C(NS(=O)(c2ccc(C(C)(C)C)cc2)=O)/C(=N\Nc2nn(Cc3cc(Cl)c(Cl)cc3)c3ccccc32)C1,CC(C)(C)c1ccc(S(=O)(=O)NC2=CC/C2=N/N=c2[nH]n(Cc3ccc(Cl)c(Cl)c3)c3ccccc23)cc1,CC(C)(C)c1ccc(S(=O)(=O)NC2=CC/C2=N/N=c2\[nH]n(Cc3ccc(Cl)c(Cl)c3)c3ccccc23)cc1
108,C1=C(NS(=O)(c2ccc(C(C)(C)C)cc2)=O)/C(=N\Nc2nn(Cc3cc(Cl)c(Cl)cc3)c3ccccc32)C1,CC(C)(C)c1ccc(S(=O)(=O)NC2=CC/C2=N/N=c2[nH]n(Cc3ccc(Cl)c(Cl)c3)c3ccccc23)cc1,CC(C)(C)c1ccc(S(=O)(=O)NC2=CC/C2=N/N=c2/[nH]n(Cc3ccc(Cl)c(Cl)c3)c3ccccc23)cc1
109,C1=C(NS(=O)(c2ccc(C(C)(C)C)cc2)=O)/C(=N\Nc2nn(Cc3cc(Cl)c(Cl)cc3)c3ccccc32)C1,CC(C)(C)c1ccc(S(=O)(=O)NC2=CC=C2NNc2nn(Cc3ccc(Cl)c(Cl)c3)c3ccccc23)cc1,CC(C)(C)c1ccc(S(=O)(=O)NC2=CC=C2NNc2nn(Cc3ccc(Cl)c(Cl)c3)c3ccccc23)cc1
110,C1=C(NS(=O)(c2ccc(C(C)(C)C)cc2)=O)/C(=N\Nc2nn(Cc3cc(Cl)c(Cl)cc3)c3ccccc32)C1,CC(C)(C)c1ccc(S(=O)(=O)N=C2CCC2N=Nc2nn(Cc3ccc(Cl)c(Cl)c3)c3ccccc23)cc1,CC(C)(C)c1ccc(S(=O)(=O)/N=C2\CC[C@@H]2/N=N/c2nn(Cc3ccc(Cl)c(Cl)c3)c3ccccc23)cc1
111,C1=C(NS(=O)(c2ccc(C(C)(C)C)cc2)=O)/C(=N\Nc2nn(Cc3cc(Cl)c(Cl)cc3)c3ccccc32)C1,CC(C)(C)c1ccc(S(=O)(=O)N=C2CCC2N=Nc2nn(Cc3ccc(Cl)c(Cl)c3)c3ccccc23)cc1,CC(C)(C)c1ccc(S(=O)(=O)/N=C2\CC[C@H]2/N=N/c2nn(Cc3ccc(Cl)c(Cl)c3)c3ccccc23)cc1
112,C1=C(NS(=O)(c2ccc(C(C)(C)C)cc2)=O)/C(=N\Nc2nn(Cc3cc(Cl)c(Cl)cc3)c3ccccc32)C1,CC(C)(C)c1ccc(S(=O)(=O)N=C2CCC2N=Nc2nn(Cc3ccc(Cl)c(Cl)c3)c3ccccc23)cc1,CC(C)(C)c1ccc(S(=O)(=O)/N=C2/CC[C@@H]2/N=N/c2nn(Cc3ccc(Cl)c(Cl)c3)c3ccccc23)cc1
113,C1=C(NS(=O)(c2ccc(C(C)(C)C)cc2)=O)/C(=N\Nc2nn(Cc3cc(Cl)c(Cl)cc3)c3ccccc32)C1,CC(C)(C)c1ccc(S(=O)(=O)N=C2CCC2N=Nc2nn(Cc3ccc(Cl)c(Cl)c3)c3ccccc23)cc1,CC(C)(C)c1ccc(S(=O)(=O)/N=C2/CC[C@H]2/N=N/c2nn(Cc3ccc(Cl)c(Cl)c3)c3ccccc23)cc1
114,C1=C(NS(=O)(c2ccc(C(C)(C)C)cc2)=O)/C(=N\Nc2nn(Cc3cc(Cl)c(Cl)cc3)c3ccccc32)C1,CC(C)(C)c1ccc(S(=O)(=O)N=C2CCC2N=Nc2nn(Cc3ccc(Cl)c(Cl)c3)c3ccccc23)cc1,CC(C)(C)c1ccc(S(=O)(=O)/N=C2\CC[C@@H]2/N=N\c2nn(Cc3ccc(Cl)c(Cl)c3)c3ccccc23)cc1
115,C1=C(NS(=O)(c2ccc(C(C)(C)C)cc2)=O)/C(=N\Nc2nn(Cc3cc(Cl)c(Cl)cc3)c3ccccc32)C1,CC(C)(C)c1ccc(S(=O)(=O)N=C2CCC2N=Nc2nn(Cc3ccc(Cl)c(Cl)c3)c3ccccc23)cc1,CC(C)(C)c1ccc(S(=O)(=O)/N=C2\CC[C@H]2/N=N\c2nn(Cc3ccc(Cl)c(Cl)c3)c3ccccc23)cc1
116,C1=C(NS(=O)(c2ccc(C(C)(C)C)cc2)=O)/C(=N\Nc2nn(Cc3cc(Cl)c(Cl)cc3)c3ccccc32)C1,CC(C)(C)c1ccc(S(=O)(=O)N=C2CCC2N=Nc2nn(Cc3ccc(Cl)c(Cl)c3)c3ccccc23)cc1,CC(C)(C)c1ccc(S(=O)(=O)/N=C2/CC[C@@H]2/N=N\c2nn(Cc3ccc(Cl)c(Cl)c3)c3ccccc23)cc1
117,C1=C(NS(=O)(c2ccc(C(C)(C)C)cc2)=O)/C(=N\Nc2nn(Cc3cc(Cl)c(Cl)cc3)c3ccccc32)C1,CC(C)(C)c1ccc(S(=O)(=O)N=C2CCC2N=Nc2nn(Cc3ccc(Cl)c(Cl)c3)c3ccccc23)cc1,CC(C)(C)c1ccc(S(=O)(=O)/N=C2/CC[C@H]2/N=N\c2nn(Cc3ccc(Cl)c(Cl)c3)c3ccccc23)cc1
118,C1=C(NS(=O)(c2ccc(C(C)(C)C)cc2)=O)/C(=N\Nc2nn(Cc3cc(Cl)c(Cl)cc3)c3ccccc32)C1,CC(C)(C)c1ccc(S(=O)(=O)N=C2CC/C2=N/N=c2[nH]n(Cc3ccc(Cl)c(Cl)c3)c3ccccc23)cc1,CC(C)(C)c1ccc(S(=O)(=O)\N=C2/CC/C2=N/N=c2\[nH]n(Cc3ccc(Cl)c(Cl)c3)c3ccccc23)cc1
119,C1=C(NS(=O)(c2ccc(C(C)(C)C)cc2)=O)/C(=N\Nc2nn(Cc3cc(Cl)c(Cl)cc3)c3ccccc32)C1,CC(C)(C)c1ccc(S(=O)(=O)N=C2CC/C2=N/N=c2[nH]n(Cc3ccc(Cl)c(Cl)c3)c3ccccc23)cc1,CC(C)(C)c1ccc(S(=O)(=O)/N=C2/CC/C2=N/N=c2\[nH]n(Cc3ccc(Cl)c(Cl)c3)c3ccccc23)cc1
120,C1=C(NS(=O)(c2ccc(C(C)(C)C)cc2)=O)/C(=N\Nc2nn(Cc3cc(Cl)c(Cl)cc3)c3ccccc32)C1,CC(C)(C)c1ccc(S(=O)(=O)N=C2CC/C2=N/N=c2[nH]n(Cc3ccc(Cl)c(Cl)c3)c3ccccc23)cc1,CC(C)(C)c1ccc(S(=O)(=O)\N=C2/CC/C2=N/N=c2/[nH]n(Cc3ccc(Cl)c(Cl)c3)c3ccccc23)cc1
121,C1=C(NS(=O)(c2ccc(C(C)(C)C)cc2)=O)/C(=N\Nc2nn(Cc3cc(Cl)c(Cl)cc3)c3ccccc32)C1,CC(C)(C)c1ccc(S(=O)(=O)N=C2CC/C2=N/N=c2[nH]n(Cc3ccc(Cl)c(Cl)c3)c3ccccc23)cc1,CC(C)(C)c1ccc(S(=O)(=O)/N=C2/CC/C2=N/N=c2/[nH]n(Cc3ccc(Cl)c(Cl)c3)c3ccccc23)cc1
122,C1=C(NS(=O)(c2ccc(C(C)(C)C)cc2)=O)/C(=N\Nc2nn(Cc3cc(Cl)c(Cl)cc3)c3ccccc32)C1,CC(C)(C)c1ccc(S(=O)(=O)N=C2CC=C2NNc2nn(Cc3ccc(Cl)c(Cl)c3)c3ccccc23)cc1,CC(C)(C)c1ccc(S(=O)(=O)/N=C2\CC=C2NNc2nn(Cc3ccc(Cl)c(Cl)c3)c3ccccc23)cc1
123,C1=C(NS(=O)(c2ccc(C(C)(C)C)cc2)=O)/C(=N\Nc2nn(Cc3cc(Cl)c(Cl)cc3)c3ccccc32)C1,CC(C)(C)c1ccc(S(=O)(=O)N=C2CC=C2NNc2nn(Cc3ccc(Cl)c(Cl)c3)c3ccccc23)cc1,CC(C)(C)c1ccc(S(=O)(=O)/N=C2/CC=C2NNc2nn(Cc3ccc(Cl)c(Cl)c3)c3ccccc23)cc1
124,C1=C(NS(=O)(c2ccc(C(C)(C)C)cc2)=O)/C(=N\Nc2nn(Cc3cc(Cl)c(Cl)cc3)c3ccccc32)C1,CC(C)(C)c1ccc(S(=O)(=O)NC2=C(N=Nc3nn(Cc4ccc(Cl)c(Cl)c4)c4ccccc34)CC2)cc1,CC(C)(C)c1ccc(S(=O)(=O)NC2=C(/N=N/c3nn(Cc4ccc(Cl)c(Cl)c4)c4ccccc34)CC2)cc1
125,C1=C(NS(=O)(c2ccc(C(C)(C)C)cc2)=O)/C(=N\Nc2nn(Cc3cc(Cl)c(Cl)cc3)c3ccccc32)C1,CC(C)(C)c1ccc(S(=O)(=O)NC2=C(N=Nc3nn(Cc4ccc(Cl)c(Cl)c4)c4ccccc34)CC2)cc1,CC(C)(C)c1ccc(S(=O)(=O)NC2=C(/N=N\c3nn(Cc4ccc(Cl)c(Cl)c4)c4ccccc34)CC2)cc1
126,C1=C(NS(=O)(c2ccc(C(C)(C)C)cc2)=O)/C(=N\Nc2nn(Cc3cc(Cl)c(Cl)cc3)c3ccccc32)C1,CC(C)(C)c1ccc(S(=O)(=O)NC2=CCC2=NNc2nn(Cc3ccc(Cl)c(Cl)c3)c3ccccc23)cc1,CC(C)(C)c1ccc(S(=O)(=O)NC2=CC/C2=N\Nc2nn(Cc3ccc(Cl)c(Cl)c3)c3ccccc23)cc1
127,C1=C(NS(=O)(c2ccc(C(C)(C)C)cc2)=O)/C(=N\Nc2nn(Cc3cc(Cl)c(Cl)cc3)c3ccccc32)C1,CC(C)(C)c1ccc(S(=O)(=O)NC2=CC=C2NN=c2[nH]n(Cc3ccc(Cl)c(Cl)c3)c3ccccc23)cc1,CC(C)(C)c1ccc(S(=O)(=O)NC2=CC=C2N/N=c2\[nH]n(Cc3ccc(Cl)c(Cl)c3)c3ccccc23)cc1
128,C1=C(NS(=O)(c2ccc(C(C)(C)C)cc2)=O)/C(=N\Nc2nn(Cc3cc(Cl)c(Cl)cc3)c3ccccc32)C1,CC(C)(C)c1ccc(S(=O)(=O)NC2=CC=C2NN=c2[nH]n(Cc3ccc(Cl)c(Cl)c3)c3ccccc23)cc1,CC(C)(C)c1ccc(S(=O)(=O)NC2=CC=C2N/N=c2/[nH]n(Cc3ccc(Cl)c(Cl)c3)c3ccccc23)cc1
129,c1(-c2ccccc2)n(C)c(=N\[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)n1,CN1C(=N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[NH+]=C1c1ccccc1,CN1C(c2ccccc2)=[NH+]/C1=N\[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2
130,c1(-c2ccccc2)n(C)c(=N\[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)n1,CN1C(=N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[NH+]=C1c1ccccc1,CN1C(c2ccccc2)=[NH+]/C1=N/[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2
131,c1(-c2ccc(C(F)(F)F)cc2)n(Cc2cccc(Cl)c2)/c(=N/[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)n1,FC(F)(F)c1ccc(C2=[NH+]/C(=N\[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)N2Cc2cccc(Cl)c2)cc1,FC(F)(F)c1ccc(C2=[NH+]/C(=N\[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)N2Cc2cccc(Cl)c2)cc1
132,c1(-c2cc(C(F)(F)F)ccc2)n(Cc2ccc(Cl)c(Cl)c2)[nH]c(=S)n1,FC(F)(F)c1cccc(-c2nc(=S)[nH]n2Cc2ccc(Cl)c(Cl)c2)c1,FC(F)(F)c1cccc(-c2nc(=S)[nH]n2Cc2ccc(Cl)c(Cl)c2)c1
133,c1(-c2cc(C(F)(F)F)ccc2)n(Cc2ccc(Cl)c(Cl)c2)[nH]c(=S)n1,FC(F)(F)c1cccc(-c2nc(S)nn2Cc2ccc(Cl)c(Cl)c2)c1,FC(F)(F)c1cccc(-c2nc(S)nn2Cc2ccc(Cl)c(Cl)c2)c1
134,n1(-c2cc(Cl)ccc2)c(Cc2ccc(Cl)c(Cl)c2)nc(N)n1,Nc1nc(Cc2ccc(Cl)c(Cl)c2)n(-c2cccc(Cl)c2)n1,Nc1nc(Cc2ccc(Cl)c(Cl)c2)n(-c2cccc(Cl)c2)n1
135,n1(-c2cc(Cl)ccc2)c(Cc2ccc(Cl)c(Cl)c2)nc(N)n1,N=c1nc(Cc2ccc(Cl)c(Cl)c2)n(-c2cccc(Cl)c2)[nH]1,N=c1nc(Cc2ccc(Cl)c(Cl)c2)n(-c2cccc(Cl)c2)[nH]1
