sdf_number,annalog,protonated,isomers
97,n1(-c2ccccc2)c(-c2ccccc2)c(C)c(C(OC)=O)n1,COC(=O)c1nn(-c2ccccc2)c(-c2ccccc2)c1C,COC(=O)c1nn(-c2ccccc2)c(-c2ccccc2)c1C
98,n1(-c2ccccc2)c(-c2ccccc2)c(C)c(C(N)=O)n1,Cc1c(C(N)=O)nn(-c2ccccc2)c1-c1ccccc1,Cc1c(C(N)=O)nn(-c2ccccc2)c1-c1ccccc1
99,n1(-c2ccccc2)c(-c2ccccc2)c(C)c(-c2ccccc2)n1,Cc1c(-c2ccccc2)nn(-c2ccccc2)c1-c1ccccc1,Cc1c(-c2ccccc2)nn(-c2ccccc2)c1-c1ccccc1
100,c1(-c2cc(C(=O)Nc3ccccc3)nn2-c2ccccc2)ccccc1,O=C(Nc1ccccc1)c1cc(-c2ccccc2)n(-c2ccccc2)n1,O=C(Nc1ccccc1)c1cc(-c2ccccc2)n(-c2ccccc2)n1
101,c1(-c2c(C)c(C(=O)NN3CCCCC3)nn2-c2ccccc2)ccccc1,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccccc2)c1-c1ccccc1,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccccc2)c1-c1ccccc1
102,c1(-c2c(C)c(C(=O)NC(C)C)nn2-c2ccccc2)ccccc1,Cc1c(C(=O)NC(C)C)nn(-c2ccccc2)c1-c1ccccc1,Cc1c(C(=O)NC(C)C)nn(-c2ccccc2)c1-c1ccccc1
103,c1(-c2c(C)c(C(=O)NC3CC3)nn2-c2ccccc2)ccccc1,Cc1c(C(=O)NC2CC2)nn(-c2ccccc2)c1-c1ccccc1,Cc1c(C(=O)NC2CC2)nn(-c2ccccc2)c1-c1ccccc1
104,Clc1ccc(NC(=O)c2nn(-c3ccccc3)c(-c3ccccc3)c2C)cc1,Cc1c(C(=O)Nc2ccc(Cl)cc2)nn(-c2ccccc2)c1-c1ccccc1,Cc1c(C(=O)Nc2ccc(Cl)cc2)nn(-c2ccccc2)c1-c1ccccc1
105,Fc1ccc(NC(=O)c2nn(-c3ccccc3)c(-c3ccccc3)c2C)cc1,Cc1c(C(=O)Nc2ccc(F)cc2)nn(-c2ccccc2)c1-c1ccccc1,Cc1c(C(=O)Nc2ccc(F)cc2)nn(-c2ccccc2)c1-c1ccccc1
106,Cc1ccc(NC(=O)c2nn(-c3ccccc3)c(-c3ccccc3)c2C)cc1,Cc1ccc(NC(=O)c2nn(-c3ccccc3)c(-c3ccccc3)c2C)cc1,Cc1ccc(NC(=O)c2nn(-c3ccccc3)c(-c3ccccc3)c2C)cc1
107,c1ccc(NC(=O)c2nn(-c3ccccc3)c(-c3ccccc3)c2C)cc1Cl,Cc1c(C(=O)Nc2cccc(Cl)c2)nn(-c2ccccc2)c1-c1ccccc1,Cc1c(C(=O)Nc2cccc(Cl)c2)nn(-c2ccccc2)c1-c1ccccc1
108,c1(-c2ccccc2)n(C)nc(C(NC2CCCCC2)=O)c1CCC,CCCc1c(C(=O)NC2CCCCC2)nn(C)c1-c1ccccc1,CCCc1c(C(=O)NC2CCCCC2)nn(C)c1-c1ccccc1
109,c1(-c2ccccc2)n(C)nc(C(NC2CCCCC2)=O)c1C,Cc1c(C(=O)NC2CCCCC2)nn(C)c1-c1ccccc1,Cc1c(C(=O)NC2CCCCC2)nn(C)c1-c1ccccc1
110,c1(-c2ccccc2)n(C)nc(C(NC2CCCC2)=O)c1CCC,CCCc1c(C(=O)NC2CCCC2)nn(C)c1-c1ccccc1,CCCc1c(C(=O)NC2CCCC2)nn(C)c1-c1ccccc1
111,c1(-c2ccccc2)n(C)nc(C(NC2CCCCC2)=O)c1CC,CCc1c(C(=O)NC2CCCCC2)nn(C)c1-c1ccccc1,CCc1c(C(=O)NC2CCCCC2)nn(C)c1-c1ccccc1
112,c1(-c2ccccc2)n(C)nc(C(NCCCC)=O)c1CCC,CCCCNC(=O)c1nn(C)c(-c2ccccc2)c1CCC,CCCCNC(=O)c1nn(C)c(-c2ccccc2)c1CCC
113,c1(-c2ccccc2)n(C)nc(C(NC2CCCCC2)=O)c1,Cn1nc(C(=O)NC2CCCCC2)cc1-c1ccccc1,Cn1nc(C(=O)NC2CCCCC2)cc1-c1ccccc1
114,c1(-c2ccccc2)n(C)nc(C(NCc2ccccc2)=O)c1C,Cc1c(C(=O)NCc2ccccc2)nn(C)c1-c1ccccc1,Cc1c(C(=O)NCc2ccccc2)nn(C)c1-c1ccccc1
115,c1(-c2ccccc2)n(C)nc(C(NCc2ccccc2)=O)c1CC,CCc1c(C(=O)NCc2ccccc2)nn(C)c1-c1ccccc1,CCc1c(C(=O)NCc2ccccc2)nn(C)c1-c1ccccc1
116,N(C(=O)c1nn(C)c(-c2ccccc2)c1C)[C@]12C[C@@H]3C[C@H](C1)C[C@H](C2)C3,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(C)c1-c1ccccc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(C)c1-c1ccccc1
117,N(C(=O)c1n[nH]c(-c2ccccc2)c1CCC)[C@]12C[C@@H]3C[C@H](C1)C[C@H](C2)C3,CCCc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)n[nH]c1-c1ccccc1,CCCc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)n[nH]c1-c1ccccc1
118,N(C(=O)c1n[nH]c(-c2ccccc2)c1CCC)[C@]12C[C@@H]3C[C@H](C1)C[C@H](C2)C3,CCCc1c(-c2ccccc2)n[nH]c1C(=O)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,CCCc1c(-c2ccccc2)n[nH]c1C(=O)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2
119,N(C(=O)c1nn(C)c2c1CCCC2)[C@]12C[C@@H]3C[C@H](C1)C[C@H](C2)C3,Cn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c2c1CCCC2,Cn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c2c1CCCC2
120,N(C(=O)c1nn(C)c(-c2ccccc2)c1)[C@]12C[C@@H]3C[C@H](C1)C[C@H](C2)C3,Cn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1-c1ccccc1,Cn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1-c1ccccc1
121,N(C(=O)c1nn(C)c2c1cccc2)[C@]12C[C@@H]3C[C@H](C1)C[C@H](C2)C3,Cn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c2ccccc21,Cn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c2ccccc21
122,N(C(=O)c1nn(C)c2c1CCC2)[C@]12C[C@@H]3C[C@H](C1)C[C@H](C2)C3,Cn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c2c1CCC2,Cn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c2c1CCC2
123,N(C(=O)c1nn(C)cc1CCC)[C@]12C[C@@H]3C[C@H](C1)C[C@H](C2)C3,CCCc1cn(C)nc1C(=O)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,CCCc1cn(C)nc1C(=O)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2
124,Cn1c(-c2ccccc2)c(CC)c(C(N[C@]23C[C@H]4C[C@H](C[C@@H](C2)C4)C3)=O)n1,CCc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(C)c1-c1ccccc1,CCc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(C)c1-c1ccccc1
125,Cn1c(C2CCCCC2)c(CCC)c(C(N[C@]23C[C@H]4C[C@H](C[C@@H](C2)C4)C3)=O)n1,CCCc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(C)c1C1CCCCC1,CCCc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(C)c1C1CCCCC1
126,[nH]1c(-c2ccccc2)c(CC)c(C(N[C@]23C[C@H]4C[C@H](C[C@@H](C2)C4)C3)=O)n1,CCc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)n[nH]c1-c1ccccc1,CCc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)n[nH]c1-c1ccccc1
127,[nH]1c(-c2ccccc2)c(CC)c(C(N[C@]23C[C@H]4C[C@H](C[C@@H](C2)C4)C3)=O)n1,CCc1c(-c2ccccc2)n[nH]c1C(=O)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,CCc1c(-c2ccccc2)n[nH]c1C(=O)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2
