sdf_number,annalog,protonated,isomers,docking_energy,cluster
65,C1[C@H]2C[C@]3(NC(c4c(C)c(-c5ccccc5)n(CC5CCCC5)n4)=O)C[C@H](C2)C[C@H]1C3,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(CC2CCCC2)c1-c1ccccc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(CC2CCCC2)c1-c1ccccc1,-12.223,1
66,C1[C@H]2C[C@]3(NC(c4c(C)c(-c5ccccc5)n(CCc5ccc(C(F)(F)F)cc5)n4)=O)C[C@H](C2)C[C@H]1C3,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(CCc2ccc(C(F)(F)F)cc2)c1-c1ccccc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(CCc2ccc(C(F)(F)F)cc2)c1-c1ccccc1,-13.694,1
67,C1[C@H]2C[C@]3(NC(OCc4ccccc4)=O)C[C@H](C2)C[C@H]1C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)OCc1ccccc1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)OCc1ccccc1,-9.632,42
68,c1(-c2n(CCC(C)(C)C)cc(C(NC[C@]34C[C@@H]5C[C@H](C3)C[C@@H](C5)C4)=O)c2C)ccccc1,Cc1c(C(=O)NC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cn(CCC(C)(C)C)c1-c1ccccc1,Cc1c(C(=O)NC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cn(CCC(C)(C)C)c1-c1ccccc1,-11.995,0
69,c1(-c2n(CCc3ccccc3)cc(C(NC34CC5CC(C3)CC(C5)C4)=O)c2C)ccccc1,Cc1c(C(=O)NC23CC4CC(CC(C4)C2)C3)cn(CCc2ccccc2)c1-c1ccccc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cn(CCc2ccccc2)c1-c1ccccc1,-13.768,5
70,c1(-c2n(C[C@H]3CC[C@@H](O)CC3)cc(C(NC[C@]34C[C@@H]5C[C@H](C3)C[C@@H](C5)C4)=O)c2C)ccccc1,Cc1c(C(=O)NC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cn(C[C@H]2CC[C@@H](O)CC2)c1-c1ccccc1,Cc1c(C(=O)NC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cn(C[C@H]2CC[C@@H](O)CC2)c1-c1ccccc1,-13.199,0
71,c1(-c2n(CC3CCCC3)cc(C(NC[C@]34C[C@@H]5C[C@H](C3)C[C@@H](C5)C4)=O)c2C(F)(F)F)ccccc1,O=C(NC[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cn(CC2CCCC2)c(-c2ccccc2)c1C(F)(F)F,O=C(NC[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cn(CC2CCCC2)c(-c2ccccc2)c1C(F)(F)F,-13.057,0
72,c1(-c2n(Cc3ncccc3)cc(C(NCCN3CCC[C@H]3CO)=O)c2C)ccccc1,Cc1c(C(=O)NCC[NH+]2CCC[C@H]2CO)cn(Cc2ccccn2)c1-c1ccccc1,Cc1c(C(=O)NCC[N@@H+]2CCC[C@H]2CO)cn(Cc2ccccn2)c1-c1ccccc1,-10.525,17
73,c1(-c2n(Cc3ncccc3)cc(C(NCCN3CCC[C@H]3CO)=O)c2C)ccccc1,Cc1c(C(=O)NCC[NH+]2CCC[C@H]2CO)cn(Cc2ccccn2)c1-c1ccccc1,Cc1c(C(=O)NCC[N@H+]2CCC[C@H]2CO)cn(Cc2ccccn2)c1-c1ccccc1,-10.391,17
74,c1(N2C(CNCC(N(C)C)=O)CC2)ccc([C@H](NC[C@]23C[C@@H]4C[C@H](C2)C[C@@H](C4)C3)C)cc1,C[C@@H]([NH2+]C[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(N2CCC2C[NH2+]CC(=O)N(C)C)cc1,C[C@@H]([NH2+]C[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(N2CC[C@@H]2C[NH2+]CC(=O)N(C)C)cc1,-10.873,16
75,c1(N2C(CNCC(N(C)C)=O)CC2)ccc([C@H](NC[C@]23C[C@@H]4C[C@H](C2)C[C@@H](C4)C3)C)cc1,C[C@@H]([NH2+]C[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(N2CCC2C[NH2+]CC(=O)N(C)C)cc1,C[C@@H]([NH2+]C[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(N2CC[C@H]2C[NH2+]CC(=O)N(C)C)cc1,-10.868,16
76,[C@]12(CNC(=O)c3cn(Cc4ccccc4)c(-c4ccccc4)c3C)C[C@@H]3C[C@H](C1)C[C@@H](C3)C2,Cc1c(C(=O)NC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cn(Cc2ccccc2)c1-c1ccccc1,Cc1c(C(=O)NC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cn(Cc2ccccc2)c1-c1ccccc1,-13.835,0
77,[C@]12(CNC(=O)c3cn(Cc4ccc(F)cc4)c(-c4ccccc4)c3C)C[C@@H]3C[C@H](C1)C[C@@H](C3)C2,Cc1c(C(=O)NC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cn(Cc2ccc(F)cc2)c1-c1ccccc1,Cc1c(C(=O)NC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cn(Cc2ccc(F)cc2)c1-c1ccccc1,-13.681,0
78,[C@]12(CNC(=O)c3[nH]c4c(cccc4)c3)C[C@@H]3C[C@H](C1)C[C@@H](C3)C2,O=C(NC[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cc2ccccc2[nH]1,O=C(NC[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cc2ccccc2[nH]1,-10.087,41
79,[C@]12(CNC(=O)c3nn(-c4ccc(OC)cc4)c(-c4ccccc4)c3C)C[C@@H]3C[C@H](C1)C[C@@H](C3)C2,COc1ccc(-n2nc(C(=O)NC[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)c(C)c2-c2ccccc2)cc1,COc1ccc(-n2nc(C(=O)NC[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)c(C)c2-c2ccccc2)cc1,-11.208,15
80,[C@]12(CNC(=O)c3cn(CC4CCCCC4)c(-c4ccnc(N)c4)c3C)C[C@@H]3C[C@H](C1)C[C@@H](C3)C2,Cc1c(C(=O)NC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cn(CC2CCCCC2)c1-c1ccnc(N)c1,Cc1c(C(=O)NC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cn(CC2CCCCC2)c1-c1ccnc(N)c1,-12.511,0
81,[C@]12(CNC(=O)c3cn(CC4CCCCC4)c(-c4ccnc(N)c4)c3C)C[C@@H]3C[C@H](C1)C[C@@H](C3)C2,Cc1c(C(=O)NC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cn(CC2CCCCC2)c1-c1cc[nH]c(=N)c1,Cc1c(C(=O)NC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cn(CC2CCCCC2)c1-c1cc[nH]c(=N)c1,-11.878,0
82,[C@]12(CNC(=O)/C=C/c3n[nH]nn3)C[C@@H]3C[C@H](C1)C[C@@H](C3)C2,O=C(/C=C/c1nn[n-]n1)NC[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,O=C(/C=C/c1nn[n-]n1)NC[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,-8.776,40
83,[C@]12(CNC(=O)c3c(C(C)C)n(-c4ccc(F)cc4)c3=O)C[C@@H]3C[C@H](C1)C[C@@H](C3)C2,CC(C)C1=C(C(=O)NC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)C(=O)N1c1ccc(F)cc1,CC(C)C1=C(C(=O)NC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)C(=O)N1c1ccc(F)cc1,-11.187,39
84,[C@]12(C(=O)Nc3cn(-c4ccccc4)c(-c4ccccc4)c3C)CC(=C(C)C)C[C@H](C1)C2,CC(C)=C1C[C@H]2C[C@@](C(=O)Nc3cn(-c4ccccc4)c(-c4ccccc4)c3C)(C1)C2,CC(C)=C1C[C@H]2C[C@@](C(=O)Nc3cn(-c4ccccc4)c(-c4ccccc4)c3C)(C1)C2,-10.887,38
85,[C@H]12C[C@H]3C[C@](CNC(c4c(Cl)c(-c5ccccc5)n(CC5CCCCC5)c4)=O)(C[C@@H](C1)C3)C2,O=C(NC[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cn(CC2CCCCC2)c(-c2ccccc2)c1Cl,O=C(NC[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cn(CC2CCCCC2)c(-c2ccccc2)c1Cl,-13.232,0
86,[C@H]12C[C@H]3C[C@](CNC(c4c(C)c(-c5ccc(F)cc5)n(CC5CCCC5)c4)=O)(C[C@@H](C1)C3)C2,Cc1c(C(=O)NC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cn(CC2CCCC2)c1-c1ccc(F)cc1,Cc1c(C(=O)NC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cn(CC2CCCC2)c1-c1ccc(F)cc1,-13.099,0
87,[C@H]12C[C@H]3C[C@](CNC(c4c(C)c(-c5ccccc5)n(Cc5cccs5)c4)=O)(C[C@@H](C1)C3)C2,Cc1c(C(=O)NC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cn(Cc2cccs2)c1-c1ccccc1,Cc1c(C(=O)NC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cn(Cc2cccs2)c1-c1ccccc1,-12.06,0
88,c1(Br)ccc(C(NCCN2CCOCC2)=O)cc1,O=C(NCC[NH+]1CCOCC1)c1ccc(Br)cc1,O=C(NCC[NH+]1CCOCC1)c1ccc(Br)cc1,-7.177,37
89,c1(-c2ccc3c(c2)CC[C@H](C(N[C@@H]2CC[C@H](CC)CC2)=O)C3)ccc(C)cc1,CC[C@H]1CC[C@@H](NC(=O)[C@H]2CCc3cc(-c4ccc(C)cc4)ccc3C2)CC1,CC[C@H]1CC[C@@H](NC(=O)[C@H]2CCc3cc(-c4ccc(C)cc4)ccc3C2)CC1,-9.542,36
90,c1(Br)ccc(CC[C@@H]2C(C(N[C@@H]3CCCC[C@H]3C)=O)CC[C@@H]2C(C)C)cc1,CC(C)[C@H]1CCC(C(=O)N[C@@H]2CCCC[C@H]2C)[C@H]1CCc1ccc(Br)cc1,CC(C)[C@H]1CC[C@H](C(=O)N[C@@H]2CCCC[C@H]2C)[C@H]1CCc1ccc(Br)cc1,-10.34,14
91,c1(Br)ccc(CC[C@@H]2C(C(N[C@@H]3CCCC[C@H]3C)=O)CC[C@@H]2C(C)C)cc1,CC(C)[C@H]1CCC(C(=O)N[C@@H]2CCCC[C@H]2C)[C@H]1CCc1ccc(Br)cc1,CC(C)[C@H]1CC[C@@H](C(=O)N[C@@H]2CCCC[C@H]2C)[C@H]1CCc1ccc(Br)cc1,-10.407,14
92,c1(OC)ccc(C(=O)OCCc2cn(-c3c(F)ccc(F)c3)cn2)cc1,COc1ccc(C(=O)OCCc2cn(-c3cc(F)ccc3F)cn2)cc1,COc1ccc(C(=O)OCCc2cn(-c3cc(F)ccc3F)cn2)cc1,-9.634,13
93,c1(OC)ccc(C(=O)OCCc2cn(-c3c(F)ccc(F)c3)cn2)cc1,COc1ccc(C(=O)OCCc2cn(-c3cc(F)ccc3F)c[nH+]2)cc1,COc1ccc(C(=O)OCCc2cn(-c3cc(F)ccc3F)c[nH+]2)cc1,-9.523,13
94,c1(Cl)ccc(=O)[nH]c1/C=C1/C[C@H](C(N[C@]23C[C@H]4C[C@H](O[C@@H](C2)C4)C3)=O)C[C@@H]1c1ccccc1,O=C(N[C@]12C[C@@H]3C[C@H](C1)O[C@@H](C3)C2)[C@H]1C/C(=C/c2[nH]c(=O)ccc2Cl)[C@@H](c2ccccc2)C1,O=C(N[C@]12C[C@@H]3C[C@H](C1)O[C@@H](C3)C2)[C@H]1C/C(=C/c2[nH]c(=O)ccc2Cl)[C@@H](c2ccccc2)C1,-11.327,12
95,c1(Cl)ccc(=O)[nH]c1/C=C1/C[C@H](C(N[C@]23C[C@H]4C[C@H](O[C@@H](C2)C4)C3)=O)C[C@@H]1c1ccccc1,O=C(N[C@]12C[C@@H]3C[C@H](C1)O[C@@H](C3)C2)[C@H]1C/C(=C/c2nc(O)ccc2Cl)[C@@H](c2ccccc2)C1,O=C(N[C@]12C[C@@H]3C[C@H](C1)O[C@@H](C3)C2)[C@H]1C/C(=C/c2nc(O)ccc2Cl)[C@@H](c2ccccc2)C1,-10.992,12
96,c1(Br)ccc(C(C(C)C)C(Nc2ccc(C(O)(C#N)c3ccc(F)cc3)cc2)=O)cc1,CC(C)C(C(=O)Nc1ccc(C(O)(C#N)c2ccc(F)cc2)cc1)c1ccc(Br)cc1,CC(C)[C@H](C(=O)Nc1ccc([C@](O)(C#N)c2ccc(F)cc2)cc1)c1ccc(Br)cc1,-11.167,4
97,c1(Br)ccc(C(C(C)C)C(Nc2ccc(C(O)(C#N)c3ccc(F)cc3)cc2)=O)cc1,CC(C)C(C(=O)Nc1ccc(C(O)(C#N)c2ccc(F)cc2)cc1)c1ccc(Br)cc1,CC(C)[C@@H](C(=O)Nc1ccc([C@](O)(C#N)c2ccc(F)cc2)cc1)c1ccc(Br)cc1,-11.237,4
98,c1(Br)ccc(C(C(C)C)C(Nc2ccc(C(O)(C#N)c3ccc(F)cc3)cc2)=O)cc1,CC(C)C(C(=O)Nc1ccc(C(O)(C#N)c2ccc(F)cc2)cc1)c1ccc(Br)cc1,CC(C)[C@H](C(=O)Nc1ccc([C@@](O)(C#N)c2ccc(F)cc2)cc1)c1ccc(Br)cc1,-10.332,4
99,c1(Br)ccc(C(C(C)C)C(Nc2ccc(C(O)(C#N)c3ccc(F)cc3)cc2)=O)cc1,CC(C)C(C(=O)Nc1ccc(C(O)(C#N)c2ccc(F)cc2)cc1)c1ccc(Br)cc1,CC(C)[C@@H](C(=O)Nc1ccc([C@@](O)(C#N)c2ccc(F)cc2)cc1)c1ccc(Br)cc1,-10.576,4
100,c1(Cl)ccc(C(=O)CCC[C@H](C(N[C@H]2Cc3ccccc3CC2)=O)C2=C(Br)CCCC2)cc1Cl,O=C(CCC[C@H](C(=O)N[C@@H]1CCc2ccccc2C1)C1=C(Br)CCCC1)c1ccc(Cl)c(Cl)c1,O=C(CCC[C@H](C(=O)N[C@@H]1CCc2ccccc2C1)C1=C(Br)CCCC1)c1ccc(Cl)c(Cl)c1,-11.873,35
101,c1cc(C[C@@H]2[C@@H](c3ccccc3)C[C@H](C(NCc3ccccc3)=O)C2)ccc1,O=C(NCc1ccccc1)[C@@H]1C[C@H](Cc2ccccc2)[C@@H](c2ccccc2)C1,O=C(NCc1ccccc1)[C@@H]1C[C@H](Cc2ccccc2)[C@@H](c2ccccc2)C1,-12.106,34
102,c1cc(OC[C@@H]2[C@@H](c3ccccc3)O[C@@H](C(N[C@]34C[C@H]5C[C@H](C[C@@H](C3)C5)C4)=O)C2)ccc1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@H]1C[C@H](COc2ccccc2)[C@@H](c2ccccc2)O1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@H]1C[C@H](COc2ccccc2)[C@@H](c2ccccc2)O1,-11.93,33
103,c1cc(CCN2[C@@H](C3CCCCC3)C[C@@H](C(NO)=O)C2)ccc1Cl,O=C(NO)[C@@H]1C[C@H](C2CCCCC2)[NH+](CCc2ccc(Cl)cc2)C1,O=C(NO)[C@@H]1C[C@H](C2CCCCC2)[N@H+](CCc2ccc(Cl)cc2)C1,-9.416,3
104,c1cc(CCN2[C@@H](C3CCCCC3)C[C@@H](C(NO)=O)C2)ccc1Cl,O=C(NO)[C@@H]1C[C@H](C2CCCCC2)[NH+](CCc2ccc(Cl)cc2)C1,O=C(NO)[C@@H]1C[C@H](C2CCCCC2)[N@@H+](CCc2ccc(Cl)cc2)C1,-9.569,3
105,c1cc(CCN2[C@@H](C3CCCCC3)C[C@@H](C(NO)=O)C2)ccc1Cl,O=C(N[O-])[C@@H]1C[C@H](C2CCCCC2)[NH+](CCc2ccc(Cl)cc2)C1,O=C(N[O-])[C@@H]1C[C@H](C2CCCCC2)[N@H+](CCc2ccc(Cl)cc2)C1,-9.778,3
106,c1cc(CCN2[C@@H](C3CCCCC3)C[C@@H](C(NO)=O)C2)ccc1Cl,O=C(N[O-])[C@@H]1C[C@H](C2CCCCC2)[NH+](CCc2ccc(Cl)cc2)C1,O=C(N[O-])[C@@H]1C[C@H](C2CCCCC2)[N@@H+](CCc2ccc(Cl)cc2)C1,-9.717,3
107,c1(C)c(C)c(C(N[C@]23C[C@H]4C[C@H](C[C@@H](C2)C4)C3)=O)ncc1,Cc1ccnc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1C,Cc1ccnc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1C,-9.813,32
108,c1cc(C([C@@H]2[C@@H](c3ccccc3)C[C@@H](c3nc(C4CC4)sn3)C2)=O)ccc1Cl,O=C(c1ccc(Cl)cc1)[C@H]1C[C@H](c2nsc(C3CC3)n2)C[C@@H]1c1ccccc1,O=C(c1ccc(Cl)cc1)[C@H]1C[C@H](c2nsc(C3CC3)n2)C[C@@H]1c1ccccc1,-12.015,31
109,[C@]12(NC([C@@H]3C[C@H](c4ccc(Br)cc4)C(=O)C3)=O)C[C@@H]3C[C@H](C1)C[C@H](C2)C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@H]1CC(=O)[C@@H](c2ccc(Br)cc2)C1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@H]1CC(=O)[C@@H](c2ccc(Br)cc2)C1,-9.513,30
110,[C@]12(NC([C@@H]3CC[C@@H](c4ccccc4)C3)=O)C[C@@H]3C[C@H](C1)C[C@H](C2)C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@@H]1CC[C@@H](c2ccccc2)C1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@@H]1CC[C@@H](c2ccccc2)C1,-10.995,11
111,C12(NC([C@@H]3C[C@H](c4ccccc4)[C@@H](Cc4ccc(OC)cc4)C3)=O)C[C@@H]3C[C@H](C1)C[C@H](C2)C3,COc1ccc(C[C@H]2C[C@H](C(=O)NC34C[C@H]5C[C@@H](C3)C[C@@H](C4)C5)C[C@@H]2c2ccccc2)cc1,COc1ccc(C[C@H]2C[C@H](C(=O)N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)C[C@@H]2c2ccccc2)cc1,-12.439,10
112,[C@]12(NC([C@@H]3C[C@@H](c4ccccc4)CCC3)=O)C[C@@H]3C[C@H](C1)C[C@H](C2)C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@H]1CCC[C@H](c2ccccc2)C1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@H]1CCC[C@H](c2ccccc2)C1,-10.859,11
113,[C@]12(NC([C@@H]3C[C@H](c4ccc(Cl)cc4)[C@H](Cc4ccc(F)cc4)C3)=O)C[C@@H]3C[C@H](C1)C[C@H](C2)C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@H]1C[C@@H](Cc2ccc(F)cc2)[C@@H](c2ccc(Cl)cc2)C1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@H]1C[C@@H](Cc2ccc(F)cc2)[C@@H](c2ccc(Cl)cc2)C1,-11.845,10
