sdf_number,annalog,protonated,isomers,docking_energy
66,C1[C@]2(NC(c3nn(C4CC5CC5CC4)c(C)c3C)=O)C[C@H]3C[C@@H](C2)C[C@@H]1C3,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(C2CCC3CC3C2)c1C,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn([C@H]2CC[C@H]3C[C@H]3C2)c1C,-11.518
67,C1[C@]2(NC(/C=C/C3(C)C(C)(C)c4c(onc4C)CN3)=O)C[C@H]3C[C@@H](C2)C[C@@H]1C3,Cc1noc2c1C(C)(C)C(C)(/C=C/C(=O)N[C@]13C[C@H]4C[C@H](C[C@H](C4)C1)C3)[NH2+]C2,Cc1noc2c1C(C)(C)[C@](C)(/C=C/C(=O)N[C@]13C[C@H]4C[C@H](C[C@H](C4)C1)C3)[NH2+]C2,-10.464
68,C1[C@]2(NC(/C=C/C3(C)C(C)(C)c4c(onc4C)CN3)=O)C[C@H]3C[C@@H](C2)C[C@@H]1C3,Cc1noc2c1C(C)(C)C(C)(/C=C/C(=O)N[C@]13C[C@H]4C[C@H](C[C@H](C4)C1)C3)[NH2+]C2,Cc1noc2c1C(C)(C)[C@@](C)(/C=C/C(=O)N[C@]13C[C@H]4C[C@H](C[C@H](C4)C1)C3)[NH2+]C2,-10.984
69,C1[C@]2(NC(=O)c3nn(C4CCCCC4)c(-c4ccccc4)c3C(F)(F)F)C[C@H]3C[C@H](C[C@@H]1C3)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nn(C2CCCCC2)c(-c2ccccc2)c1C(F)(F)F,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nn(C2CCCCC2)c(-c2ccccc2)c1C(F)(F)F,-11.633
70,C1[C@]2(NC(=O)c3n[nH]c(-c4cscc4)c3C)C[C@H]3C[C@H](C[C@@H]1C3)C2,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)n[nH]c1-c1ccsc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)n[nH]c1-c1ccsc1,-9.866
71,C1[C@]2(NC(=O)c3n[nH]c(-c4cscc4)c3C)C[C@H]3C[C@H](C[C@@H]1C3)C2,Cc1c(-c2ccsc2)n[nH]c1C(=O)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,Cc1c(-c2ccsc2)n[nH]c1C(=O)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,-9.882
72,C1[C@]2(NC(=O)c3nn(-c4cc(OCC)ccc4)c(-c4ccccc4)c3C)C[C@H]3C[C@H](C[C@@H]1C3)C2,CCOc1cccc(-n2nc(C(=O)N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)c(C)c2-c2ccccc2)c1,CCOc1cccc(-n2nc(C(=O)N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)c(C)c2-c2ccccc2)c1,-11.376
73,C1[C@]2(NC(=O)N3CCC(C(OCC)=O)CC3)C[C@H]3C[C@H](C[C@@H]1C3)C2,CCOC(=O)C1CCN(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)CC1,CCOC(=O)C1CCN(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)CC1,-9.466
74,C1[C@]2(NC(=O)c3nn(CC(C)(C)C)c(-c4ccc(OCC)cc4)c3)C[C@H]3C[C@H](C[C@@H]1C3)C2,CCOc1ccc(-c2cc(C(=O)N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)nn2CC(C)(C)C)cc1,CCOc1ccc(-c2cc(C(=O)N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)nn2CC(C)(C)C)cc1,-10.641
75,C1[C@H]2C[C@]3(NC(c4cc5ccccc5[nH]c4=O)=O)C[C@H](C2)C[C@H]1C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cc2ccccc2[nH]c1=O,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cc2ccccc2[nH]c1=O,-11.005
76,C1[C@H]2C[C@]3(NC(c4cc5ccccc5[nH]c4=O)=O)C[C@H](C2)C[C@H]1C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cc2ccccc2nc1O,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cc2ccccc2nc1O,-10.775
77,C1[C@H]2C[C@]3(NC(c4ccc(C#N)cc4)=O)C[C@H](C2)C[C@H]1C3,N#Cc1ccc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1,N#Cc1ccc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1,-9.877
78,C1[C@H]2C[C@]3(NC(/C=C/c4cc5cc(-c6ccccc6O)[nH]c5cc4)=O)C[C@H](C2)C[C@H]1C3,O=C(/C=C/c1ccc2[nH]c(-c3ccccc3O)cc2c1)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,O=C(/C=C/c1ccc2[nH]c(-c3ccccc3O)cc2c1)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,-9.406
79,C1[C@H]2C[C@]3(NC(/C=C/c4cc5cc(-c6ccccc6O)[nH]c5cc4)=O)C[C@H](C2)C[C@H]1C3,O=C(C=Cc1ccc2[nH]c(-c3ccccc3O)cc2c1)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,O=C(/C=C\c1ccc2[nH]c(-c3ccccc3O)cc2c1)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,-12.95
80,C1[C@H]2C[C@]3(NC(c4cc5c(N6CCCC6)c[nH]c5cc4)=O)C[C@H](C2)C[C@H]1C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc2[nH]cc(N3CCCC3)c2c1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc2[nH]cc(N3CCCC3)c2c1,-10.582
81,C1[C@H]2C[C@]3(NC(c4ccc5oc(-c6ccccc6C)cc5c4)=O)C[C@H](C2)C[C@H]1C3,Cc1ccccc1-c1cc2cc(C(=O)N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)ccc2o1,Cc1ccccc1-c1cc2cc(C(=O)N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)ccc2o1,-12.45
82,C1[C@H]2C[C@]3(NC(c4ccc5n(ncc5-c5ccccc5)c4)=O)C[C@H](C2)C[C@H]1C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc2c(-c3ccccc3)cnn2c1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc2c(-c3ccccc3)cnn2c1,-11.742
83,C1[C@H]2C[C@@H]3C[C@@H](C[C@@]1(NC(=O)c1ccc(C)cc1)C3)C2,Cc1ccc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1,Cc1ccc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1,-9.678
84,C1[C@H]2C[C@@H]3C[C@@H](C[C@@]1(NC(=O)c1ccc4[nH]nc(-c5ccc(C(F)(F)F)cc5)c4c1)C3)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc2[nH]nc(-c3ccc(C(F)(F)F)cc3)c2c1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc2[nH]nc(-c3ccc(C(F)(F)F)cc3)c2c1,-12.575
85,C1[C@H]2C[C@@H]3C[C@@H](C[C@@]1(NC(=O)c1ccc4[nH]nc(-c5ccc(C(F)(F)F)cc5)c4c1)C3)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc2n[nH]c(-c3ccc(C(F)(F)F)cc3)c2c1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc2n[nH]c(-c3ccc(C(F)(F)F)cc3)c2c1,-12.638
86,C1[C@H]2C[C@@H]3C[C@@H](C[C@@]1(NCc1ccc4[nH]c(-c5ncccc5)cc4c1)C3)C2,c1ccc(-c2cc3cc(C[NH2+][C@]45C[C@H]6C[C@H](C[C@H](C6)C4)C5)ccc3[nH]2)nc1,c1ccc(-c2cc3cc(C[NH2+][C@]45C[C@H]6C[C@H](C[C@H](C6)C4)C5)ccc3[nH]2)nc1,-11.438
87,C1[C@H]2C[C@@H]3C[C@@H](C[C@@]1(NC(=O)c1cc4[nH]c(-c5cnn(CCCC)c5)cc4cc1)C3)C2,CCCCn1cc(-c2cc3ccc(C(=O)N[C@]45C[C@H]6C[C@H](C[C@H](C6)C4)C5)cc3[nH]2)cn1,CCCCn1cc(-c2cc3ccc(C(=O)N[C@]45C[C@H]6C[C@H](C[C@H](C6)C4)C5)cc3[nH]2)cn1,-9.915
88,C1[C@H]2C[C@@H]3C[C@@H](C[C@@]1(NC(=O)/C=C/c1[nH]c(-c4cc(-c5cscc5)ccc4)cc1)C3)C2,O=C(/C=C/c1ccc(-c2cccc(-c3ccsc3)c2)[nH]1)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,O=C(/C=C/c1ccc(-c2cccc(-c3ccsc3)c2)[nH]1)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,-11.539
89,C1[C@H]2C[C@@H]3C[C@@H](C[C@@]1(NC(=O)/C=C/c1[nH]c(-c4cc(-c5cscc5)ccc4)cc1)C3)C2,O=C(C=Cc1ccc(-c2cccc(-c3ccsc3)c2)[nH]1)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,O=C(/C=C\c1ccc(-c2cccc(-c3ccsc3)c2)[nH]1)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,-12.496
90,C1[C@H]2C[C@@H]3C[C@@H](C[C@@]1(NC(=O)c1ccc4n(Cc5cc([N+](=O)[O-])ccc5)c(-c5ccccc5)cc4c1)C3)C2(C)C,CC1(C)[C@@H]2C[C@@H]3C[C@H]1C[C@@](NC(=O)c1ccc4c(c1)cc(-c1ccccc1)n4Cc1cccc([N+](=O)[O-])c1)(C3)C2,CC1(C)[C@@H]2C[C@@H]3C[C@H]1C[C@@](NC(=O)c1ccc4c(c1)cc(-c1ccccc1)n4Cc1cccc([N+](=O)[O-])c1)(C3)C2,-11.369
91,C1[C@H]2C[C@@H]3C[C@@H](C[C@@]1(NC(=O)c1cnc(-c4ccc(/C=C/C=O)cc4)cc1C(=O)O)C3)C2,O=C/C=C/c1ccc(-c2cc(C(=O)[O-])c(C(=O)N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)cn2)cc1,O=C/C=C/c1ccc(-c2cc(C(=O)[O-])c(C(=O)N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)cn2)cc1,-9.929
92,c1(-c2ccccc2)cc2c(ccc(C(NC34CC5CC(CC(C3)C5)C4)=O)n2)[nH]1,O=C(NC12CC3CC(CC(C3)C1)C2)c1ccc2[nH]c(-c3ccccc3)cc2n1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc2[nH]c(-c3ccccc3)cc2n1,-11.482
93,c1(-c2ccccc2)cc2c(ccc(C(NC34CC5CC(CC(C3)C5)C4)=O)n2)[nH]1,O=C(NC12CC3CC(CC(C3)C1)C2)c1ccc2nc(-c3ccccc3)cc-2[nH]1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc2nc(-c3ccccc3)cc-2[nH]1,-11.602
94,c1(-c2ccccc2)cc2c(ccc(C(N3CCN(CC(C)C)CC3)=O)c2)[nH]1,CC(C)C[NH+]1CCN(C(=O)c2ccc3[nH]c(-c4ccccc4)cc3c2)CC1,CC(C)C[NH+]1CCN(C(=O)c2ccc3[nH]c(-c4ccccc4)cc3c2)CC1,-10.766
95,C1N(C)CCc2c(ccc(C(N[C@]34C[C@H]5C[C@H](C[C@@H](C3)C5)C4)=O)c2)C1,C[NH+]1CCc2ccc(C(=O)N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)cc2CC1,C[N@@H+]1CCc2ccc(C(=O)N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)cc2CC1,-8.392
96,C1N(C)CCc2c(ccc(C(N[C@]34C[C@H]5C[C@H](C[C@@H](C3)C5)C4)=O)c2)C1,C[NH+]1CCc2ccc(C(=O)N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)cc2CC1,C[N@H+]1CCc2ccc(C(=O)N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)cc2CC1,-8.077
97,c1(-c2ccccc2)cc2c(ccc(C(N[C@@H]3C4C[C@H]5C[C@@H]4[C@@H](C3)C5)=O)c2)[nH]1,O=C(N[C@H]1C[C@H]2C[C@H]3CC1[C@@H]2C3)c1ccc2[nH]c(-c3ccccc3)cc2c1,O=C(N[C@H]1C[C@H]2C[C@@H]3C[C@H]2[C@H]1C3)c1ccc2[nH]c(-c3ccccc3)cc2c1,-12.301
98,c1ccc(-c2nc(NCCCC)nn2Cc2ccccc2)cc1,CCCCNc1nc(-c2ccccc2)n(Cc2ccccc2)n1,CCCCNc1nc(-c2ccccc2)n(Cc2ccccc2)n1,-9.209
99,c1ccc(-c2nc(NCCCC)nn2Cc2ccccc2)cc1,CCCCN=c1nc(-c2ccccc2)n(Cc2ccccc2)[nH]1,CCCC/N=c1\nc(-c2ccccc2)n(Cc2ccccc2)[nH]1,-9.153
100,c1ccc(-c2nc(NCCCC)nn2Cc2ccccc2)cc1,CCCCN=c1nc(-c2ccccc2)n(Cc2ccccc2)[nH]1,CCCC/N=c1/nc(-c2ccccc2)n(Cc2ccccc2)[nH]1,-9.535
101,C1CCC(c2nc(N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)n(CCCC)n2)CC1,CCCCn1nc(C2CCCCC2)nc1N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,CCCCn1nc(C2CCCCC2)nc1N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,-10.116
102,C1CCC(c2nc(N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)n(CCCC)n2)CC1,CCCCn1nc(C2CCCCC2)[nH]c1=N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,CCCCn1nc(C2CCCCC2)[nH]/c1=N\[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,-10.781
103,C1CCC(c2nc(N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)n(CCCC)n2)CC1,CCCCn1nc(C2CCCCC2)[nH]c1=N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,CCCCn1nc(C2CCCCC2)[nH]/c1=N/[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,-10.363
104,C1CCC(c2nc(N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)n(CCCC)n2)CC1,CCCCn1[nH]c(C2CCCCC2)nc1=N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,CCCCn1[nH]c(C2CCCCC2)n/c1=N\[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,-10.099
105,C1CCC(c2nc(N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)n(CCCC)n2)CC1,CCCCn1[nH]c(C2CCCCC2)nc1=N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,CCCCn1[nH]c(C2CCCCC2)n/c1=N/[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,-10.368
106,c1ccc(-c2nc(N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)nn2[C@H](CC=C)C)cc1,C=CC[C@H](C)n1nc(N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nc1-c1ccccc1,C=CC[C@H](C)n1nc(N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nc1-c1ccccc1,-10.014
107,c1ccc(-c2nc(N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)nn2[C@H](CC=C)C)cc1,C=CC[C@H](C)n1[nH]c(=N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nc1-c1ccccc1,C=CC[C@H](C)n1[nH]/c(=N/[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nc1-c1ccccc1,-9.988
108,c1ccc(-c2nc(N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)nn2[C@H](CC=C)C)cc1,C=CC[C@H](C)n1[nH]c(=N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nc1-c1ccccc1,C=CC[C@H](C)n1[nH]/c(=N\[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nc1-c1ccccc1,-10.553
109,c1ccc(Cc2cn(Cc3ccccc3)nn2)cc1,c1ccc(Cc2cn(Cc3ccccc3)nn2)cc1,c1ccc(Cc2cn(Cc3ccccc3)nn2)cc1,-8.984
110,c1ccc(-c2nc(Nc3c(F)cc(F)cc3F)nn2-c2ccccc2F)cc1,Fc1cc(F)c(Nc2nc(-c3ccccc3)n(-c3ccccc3F)n2)c(F)c1,Fc1cc(F)c(Nc2nc(-c3ccccc3)n(-c3ccccc3F)n2)c(F)c1,-11.126
111,c1ccc(-c2nc(Nc3c(F)cc(F)cc3F)nn2-c2ccccc2F)cc1,Fc1cc(F)c(N=c2nc(-c3ccccc3)n(-c3ccccc3F)[nH]2)c(F)c1,Fc1cc(F)c(/N=c2\nc(-c3ccccc3)n(-c3ccccc3F)[nH]2)c(F)c1,-11.147
112,c1ccc(-c2nc(Nc3c(F)cc(F)cc3F)nn2-c2ccccc2F)cc1,Fc1cc(F)c(N=c2nc(-c3ccccc3)n(-c3ccccc3F)[nH]2)c(F)c1,Fc1cc(F)c(/N=c2/nc(-c3ccccc3)n(-c3ccccc3F)[nH]2)c(F)c1,-10.749
113,FC(F)(F)c1cc(-c2nc(N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)nn2Cc2ccc(Cl)c(Cl)c2)ccc1,FC(F)(F)c1cccc(-c2nc(N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)nn2Cc2ccc(Cl)c(Cl)c2)c1,FC(F)(F)c1cccc(-c2nc(N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)nn2Cc2ccc(Cl)c(Cl)c2)c1,-12.276
114,FC(F)(F)c1cc(-c2nc(N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)nn2Cc2ccc(Cl)c(Cl)c2)ccc1,FC(F)(F)c1cccc(-c2nc(=N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)[nH]n2Cc2ccc(Cl)c(Cl)c2)c1,FC(F)(F)c1cccc(-c2n/c(=N\[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)[nH]n2Cc2ccc(Cl)c(Cl)c2)c1,-12.208
115,FC(F)(F)c1cc(-c2nc(N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)nn2Cc2ccc(Cl)c(Cl)c2)ccc1,FC(F)(F)c1cccc(-c2nc(=N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)[nH]n2Cc2ccc(Cl)c(Cl)c2)c1,FC(F)(F)c1cccc(-c2n/c(=N/[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)[nH]n2Cc2ccc(Cl)c(Cl)c2)c1,-13.224
116,O(c1cccc(-c2nc(N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)cn2C(c2ccccc2)=O)c1)C,COc1cccc(-c2nc(N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)cn2C(=O)c2ccccc2)c1,COc1cccc(-c2nc(N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)cn2C(=O)c2ccccc2)c1,-11.74
117,O(c1cccc(-c2nc(N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)cn2C(c2ccccc2)=O)c1)C,COc1cccc(-c2[nH+]c(N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)cn2C(=O)c2ccccc2)c1,COc1cccc(-c2[nH+]c(N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)cn2C(=O)c2ccccc2)c1,-11.699
118,O=C(c1c(NC(=O)c2c(NCC#C)n[nH]n2)cccc1)O,C#CCNc1n[nH]nc1C(=O)Nc1ccccc1C(=O)[O-],C#CCNc1n[nH]nc1C(=O)Nc1ccccc1C(=O)[O-],-7.9
119,O=C(c1c(NC(=O)c2c(NCC#C)n[nH]n2)cccc1)O,C#CCN=c1[nH][nH]nc1C(=O)Nc1ccccc1C(=O)[O-],C#CC/N=c1\[nH][nH]nc1C(=O)Nc1ccccc1C(=O)[O-],-8.274
120,O=C(c1c(NC(=O)c2c(NCC#C)n[nH]n2)cccc1)O,C#CCN=c1[nH][nH]nc1C(=O)Nc1ccccc1C(=O)[O-],C#CC/N=c1/[nH][nH]nc1C(=O)Nc1ccccc1C(=O)[O-],-7.924
121,O=C(c1c(NC(=O)c2c(NCC#C)n[nH]n2)cccc1)O,C#CCNc1[nH]nnc1C(=O)Nc1ccccc1C(=O)[O-],C#CCNc1[nH]nnc1C(=O)Nc1ccccc1C(=O)[O-],-7.897
122,O=C(c1c(NC(=O)c2c(NCC#C)n[nH]n2)cccc1)O,C#CCNc1nn[nH]c1C(=O)Nc1ccccc1C(=O)[O-],C#CCNc1nn[nH]c1C(=O)Nc1ccccc1C(=O)[O-],-8.057
123,C1[C@]2(Nc3nn(-c4ccccc4)c(-c4ccccc4)n3)C[C@@H]3C[C@H]1C[C@@H](C3)C2,c1ccc(-c2nc(N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)nn2-c2ccccc2)cc1,c1ccc(-c2nc(N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)nn2-c2ccccc2)cc1,-11.348
124,C1[C@]2(Nc3nn(-c4ccccc4)c(-c4ccccc4)n3)C[C@@H]3C[C@H]1C[C@@H](C3)C2,c1ccc(-c2nc(=N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)[nH]n2-c2ccccc2)cc1,c1ccc(-c2n/c(=N\[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)[nH]n2-c2ccccc2)cc1,-11.009
125,C1[C@]2(Nc3nn(-c4ccccc4)c(-c4ccccc4)n3)C[C@@H]3C[C@H]1C[C@@H](C3)C2,c1ccc(-c2nc(=N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)[nH]n2-c2ccccc2)cc1,c1ccc(-c2n/c(=N/[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)[nH]n2-c2ccccc2)cc1,-11.972
126,C1[C@]2(Nc3nn(C4CC4)c(-c4ccccc4)n3)C[C@@H]3C[C@H]1C[C@@H](C3)C2,c1ccc(-c2nc(N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)nn2C2CC2)cc1,c1ccc(-c2nc(N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)nn2C2CC2)cc1,-10.118
127,C1[C@]2(Nc3nn(C4CC4)c(-c4ccccc4)n3)C[C@@H]3C[C@H]1C[C@@H](C3)C2,c1ccc(-c2nc(=N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)[nH]n2C2CC2)cc1,c1ccc(-c2n/c(=N\[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)[nH]n2C2CC2)cc1,-10.391
128,C1[C@]2(Nc3nn(C4CC4)c(-c4ccccc4)n3)C[C@@H]3C[C@H]1C[C@@H](C3)C2,c1ccc(-c2nc(=N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)[nH]n2C2CC2)cc1,c1ccc(-c2n/c(=N/[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)[nH]n2C2CC2)cc1,-9.983
129,C1[C@]2(Nc3nn(CC=C(C)C)c(-c4ccccc4)n3)C[C@@H]3C[C@H]1C[C@@H](C3)C2,CC(C)=CCn1nc(N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nc1-c1ccccc1,CC(C)=CCn1nc(N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nc1-c1ccccc1,-10.631
130,C1[C@]2(Nc3nn(CC=C(C)C)c(-c4ccccc4)n3)C[C@@H]3C[C@H]1C[C@@H](C3)C2,CC(C)=CCn1[nH]c(=N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nc1-c1ccccc1,CC(C)=CCn1[nH]/c(=N/[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nc1-c1ccccc1,-11.348
131,C1[C@]2(Nc3nn(CC=C(C)C)c(-c4ccccc4)n3)C[C@@H]3C[C@H]1C[C@@H](C3)C2,CC(C)=CCn1[nH]c(=N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nc1-c1ccccc1,CC(C)=CCn1[nH]/c(=N\[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nc1-c1ccccc1,-11.126
132,C1[C@]2(Nc3nnc(-c4ccccc4)n3C)C[C@@H]3C[C@H]1C[C@@H](C3)C2,Cn1c(N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nnc1-c1ccccc1,Cn1c(N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nnc1-c1ccccc1,-9.499
133,C1[C@]2(Nc3nnc(-c4ccccc4)n3C)C[C@@H]3C[C@H]1C[C@@H](C3)C2,Cn1c(-c2ccccc2)n[nH]c1=N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,Cn1c(-c2ccccc2)n[nH]/c1=N\[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,-9.84
134,C1[C@]2(Nc3nnc(-c4ccccc4)n3C)C[C@@H]3C[C@H]1C[C@@H](C3)C2,Cn1c(-c2ccccc2)n[nH]c1=N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,Cn1c(-c2ccccc2)n[nH]/c1=N/[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,-10.061
135,C1[C@]2(Nc3n(Cc4ccccc4)nnn3)C[C@@H]3C[C@H]1C[C@@H](C3)C2,c1ccc(Cn2nnnc2N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1,c1ccc(Cn2nnnc2N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1,-9.725
136,C1[C@]2(Nc3n(Cc4ccccc4)nnn3)C[C@@H]3C[C@H]1C[C@@H](C3)C2,c1ccc(Cn2nn[nH]c2=N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1,c1ccc(Cn2nn[nH]/c2=N\[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1,-9.792
137,C1[C@]2(Nc3n(Cc4ccccc4)nnn3)C[C@@H]3C[C@H]1C[C@@H](C3)C2,c1ccc(Cn2nn[nH]c2=N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1,c1ccc(Cn2nn[nH]/c2=N/[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1,-9.678
138,C1[C@]2(Nc3n(Cc4ccccc4)nnn3)C[C@@H]3C[C@H]1C[C@@H](C3)C2,c1ccc(Cn2[nH]nnc2=N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1,c1ccc(Cn2[nH]nn/c2=N\[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1,-9.825
