sdf_number,annalog,protonated,isomers
88,[C@H]12C[C@H]3C[C@H](C[C@](NC(c4cn(Cc5ccccc5)nn4)=O)(C3)C1)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cn(Cc2ccccc2)nn1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cn(Cc2ccccc2)nn1
89,[C@H]12C[C@H]3C[C@H](C[C@](NC(c4cc(CC)n(-c5ccccc5)n4)=O)(C3)C1)C2,CCc1cc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn1-c1ccccc1,CCc1cc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn1-c1ccccc1
90,[C@]12(NC(=O)c3nn(CCC)c(CCC)c3)C[C@H]3C[C@H](C[C@@H](C1)C3)C2,CCCc1cc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn1CCC,CCCc1cc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn1CCC
91,[C@]12(NC(=O)c3nn(CCCC)c(CCC)c3)C[C@H]3C[C@H](C[C@@H](C1)C3)C2,CCCCn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1CCC,CCCCn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1CCC
92,[C@]12(NC(=O)c3nn(-c4ccccc4)c(C)c3)C[C@H]3C[C@H](C[C@@H](C1)C3)C2,Cc1cc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn1-c1ccccc1,Cc1cc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn1-c1ccccc1
93,[C@]12(NC(=O)c3nn(CC)c(CCC)c3)C[C@H]3C[C@H](C[C@@H](C1)C3)C2,CCCc1cc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn1CC,CCCc1cc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn1CC
94,[C@]12(NC(=O)c3n[nH]c(CCC)c3)C[C@H]3C[C@H](C[C@@H](C1)C3)C2,CCCc1cc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)n[nH]1,CCCc1cc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)n[nH]1
95,[C@]12(NC(=O)c3n[nH]c(CCC)c3)C[C@H]3C[C@H](C[C@@H](C1)C3)C2,CCCc1cc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[nH]n1,CCCc1cc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[nH]n1
96,[C@H]12C[C@@H]3C[C@H](C1)C[C@@](NC(c1nn(CC=C)c(CCC)c1)=O)(C3)C2,C=CCn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1CCC,C=CCn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1CCC
97,[C@H]12C[C@@H]3C[C@H](C1)C[C@@](C(OC)=O)(C3)C2,COC(=O)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,COC(=O)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2
98,C(c1ccccc1)n1nc(C(NC2CCCCC2)=O)cc1CCC,CCCc1cc(C(=O)NC2CCCCC2)nn1Cc1ccccc1,CCCc1cc(C(=O)NC2CCCCC2)nn1Cc1ccccc1
