sdf_number,annalog,protonated,isomers
77,C1[C@H]2C[C@H]3C[C@]1(N(c1nc4c([nH]c(-c5ccccc5)n4)cc1)C)C[C@H](C3=O)C2,CN(c1ccc2[nH]c(-c3ccccc3)nc2n1)[C@]12C[C@@H]3C[C@H](C1)C(=O)[C@@H](C3)C2,CN(c1ccc2[nH]c(-c3ccccc3)nc2n1)[C@]12C[C@@H]3C[C@H](C1)C(=O)[C@@H](C3)C2
78,C1[C@H]2C[C@H]3C[C@]1(N(c1nc4c([nH]c(-c5ccccc5)n4)cc1)C)C[C@H](C3=O)C2,CN(c1ccc2nc(-c3ccccc3)[nH]c2n1)[C@]12C[C@@H]3C[C@H](C1)C(=O)[C@@H](C3)C2,CN(c1ccc2nc(-c3ccccc3)[nH]c2n1)[C@]12C[C@@H]3C[C@H](C1)C(=O)[C@@H](C3)C2
79,C1[C@H]2C[C@H]3C[C@]1(N(c1nc4c([nH]c(-c5ccccc5)n4)cc1)C)C[C@H](C3=O)C2,CN(c1ccc2nc(-c3ccccc3)nc-2[nH]1)[C@]12C[C@@H]3C[C@H](C1)C(=O)[C@@H](C3)C2,CN(c1ccc2nc(-c3ccccc3)nc-2[nH]1)[C@]12C[C@@H]3C[C@H](C1)C(=O)[C@@H](C3)C2
80,C1[C@H]2C[C@H]3C[C@]1(N(c1nc4c([nH]c(-c5ccccc5)n4)cc1)C)C[C@H](C3=O)C2,CN(c1ccc2[nH]c(-c3ccccc3)[nH+]c2n1)[C@]12C[C@@H]3C[C@H](C1)C(=O)[C@@H](C3)C2,CN(c1ccc2[nH]c(-c3ccccc3)[nH+]c2n1)[C@]12C[C@@H]3C[C@H](C1)C(=O)[C@@H](C3)C2
81,C1[C@H]2C[C@H]3C[C@]1(N(c1nc4c([nH]c(-c5ccc(OC)cc5)c4)cc1)C)C[C@H](C3=O)C2,COc1ccc(-c2cc3nc(N(C)[C@]45C[C@@H]6C[C@H](C4)C(=O)[C@@H](C6)C5)ccc3[nH]2)cc1,COc1ccc(-c2cc3nc(N(C)[C@]45C[C@@H]6C[C@H](C4)C(=O)[C@@H](C6)C5)ccc3[nH]2)cc1
82,C1[C@H]2C[C@H]3C[C@]1(N(c1nc4c([nH]c(-c5ccc(OC)cc5)c4)cc1)C)C[C@H](C3=O)C2,COc1ccc(-c2cc3[nH]c(N(C)[C@]45C[C@@H]6C[C@H](C4)C(=O)[C@@H](C6)C5)ccc-3n2)cc1,COc1ccc(-c2cc3[nH]c(N(C)[C@]45C[C@@H]6C[C@H](C4)C(=O)[C@@H](C6)C5)ccc-3n2)cc1
83,C1[C@H]2C[C@H]3C[C@]1(N(c1nc4c(n(CC)c(=O)[nH]4)cc1)C)C[C@H](C3=O)C2,CCn1c(=O)[nH]c2nc(N(C)[C@]34C[C@@H]5C[C@H](C3)C(=O)[C@@H](C5)C4)ccc21,CCn1c(=O)[nH]c2nc(N(C)[C@]34C[C@@H]5C[C@H](C3)C(=O)[C@@H](C5)C4)ccc21
84,C1[C@H]2C[C@H]3C[C@]1(N(c1nc4c(n(CC)c(=O)[nH]4)cc1)C)C[C@H](C3=O)C2,CCn1c(O)nc2nc(N(C)[C@]34C[C@@H]5C[C@H](C3)C(=O)[C@@H](C5)C4)ccc21,CCn1c(O)nc2nc(N(C)[C@]34C[C@@H]5C[C@H](C3)C(=O)[C@@H](C5)C4)ccc21
85,C1[C@H]2C[C@H]3C[C@]1(N(c1nc4c(n(CC)c(=O)[nH]4)cc1)C)C[C@H](C3=O)C2,CCn1c2ccc(N(C)[C@]34C[C@@H]5C[C@H](C3)C(=O)[C@@H](C5)C4)[nH]c-2nc1=O,CCn1c2ccc(N(C)[C@]34C[C@@H]5C[C@H](C3)C(=O)[C@@H](C5)C4)[nH]c-2nc1=O
86,C1[C@H]2C[C@H]3C[C@]1(Nc1nc4c(nn[nH]4)cc1)C[C@H](C3=O)C2,O=C1[C@@H]2C[C@@H]3C[C@H]1C[C@@](Nc1ccc4nn[nH]c4n1)(C3)C2,O=C1[C@@H]2C[C@@H]3C[C@H]1C[C@@](Nc1ccc4nn[nH]c4n1)(C3)C2
87,C1[C@H]2C[C@H]3C[C@]1(Nc1nc4c(nn[nH]4)cc1)C[C@H](C3=O)C2,O=C1[C@@H]2C[C@@H]3C[C@H]1C[C@@](Nc1ccc4[nH]nnc4n1)(C3)C2,O=C1[C@@H]2C[C@@H]3C[C@H]1C[C@@](Nc1ccc4[nH]nnc4n1)(C3)C2
88,C1[C@H]2C[C@H]3C[C@]1(Nc1nc4c(nn[nH]4)cc1)C[C@H](C3=O)C2,O=C1[C@@H]2C[C@@H]3C[C@H]1C[C@@](Nc1ccc4nnnc-4[nH]1)(C3)C2,O=C1[C@@H]2C[C@@H]3C[C@H]1C[C@@](Nc1ccc4nnnc-4[nH]1)(C3)C2
89,C1[C@H]2C[C@H]3C[C@]1(Nc1nc4c(nn[nH]4)cc1)C[C@H](C3=O)C2,O=C1[C@@H]2C[C@@H]3C[C@H]1C[C@@](N=c1ccc4nn[nH]c4[nH]1)(C3)C2,O=C1[C@@H]2C[C@@H]3C[C@H]1C[C@@](/N=c1\ccc4nn[nH]c4[nH]1)(C3)C2
90,C1[C@H]2C[C@H]3C[C@]1(Nc1nc4c(nn[nH]4)cc1)C[C@H](C3=O)C2,O=C1[C@@H]2C[C@@H]3C[C@H]1C[C@@](N=c1ccc4nn[nH]c4[nH]1)(C3)C2,O=C1[C@@H]2C[C@@H]3C[C@H]1C[C@@](/N=c1/ccc4nn[nH]c4[nH]1)(C3)C2
91,C1[C@H]2C[C@H]3C[C@]1(Nc1nc4c(nn[nH]4)cc1)C[C@H](C3=O)C2,O=C1[C@@H]2C[C@@H]3C[C@H]1C[C@@](Nc1ccc4n[nH]nc4n1)(C3)C2,O=C1[C@@H]2C[C@@H]3C[C@H]1C[C@@](Nc1ccc4n[nH]nc4n1)(C3)C2
92,C1[C@H]2C[C@H]3C[C@]1(Nc1nc4c(nn[nH]4)cc1)C[C@H](C3=O)C2,O=C1[C@@H]2C[C@@H]3C[C@H]1C[C@@](N=c1ccc4n[nH][nH]c-4n1)(C3)C2,O=C1[C@@H]2C[C@@H]3C[C@H]1C[C@@](/N=c1\ccc4n[nH][nH]c-4n1)(C3)C2
93,C1[C@H]2C[C@H]3C[C@]1(Nc1nc4c(nn[nH]4)cc1)C[C@H](C3=O)C2,O=C1[C@@H]2C[C@@H]3C[C@H]1C[C@@](N=c1ccc4n[nH][nH]c-4n1)(C3)C2,O=C1[C@@H]2C[C@@H]3C[C@H]1C[C@@](/N=c1/ccc4n[nH][nH]c-4n1)(C3)C2
94,C1[C@H]2C[C@H]3C[C@]1(Nc1nc4c(nn[nH]4)cc1)C[C@H](C3=O)C2,O=C1[C@@H]2C[C@@H]3C[C@H]1C[C@@](N=c1ccc4[nH]nnc4[nH]1)(C3)C2,O=C1[C@@H]2C[C@@H]3C[C@H]1C[C@@](/N=c1\ccc4[nH]nnc4[nH]1)(C3)C2
95,C1[C@H]2C[C@H]3C[C@]1(Nc1nc4c(nn[nH]4)cc1)C[C@H](C3=O)C2,O=C1[C@@H]2C[C@@H]3C[C@H]1C[C@@](N=c1ccc4[nH]nnc4[nH]1)(C3)C2,O=C1[C@@H]2C[C@@H]3C[C@H]1C[C@@](/N=c1/ccc4[nH]nnc4[nH]1)(C3)C2
96,C1[C@H]2C[C@H]3C[C@]1(Nc1nc4c(nn[nH]4)cc1)C[C@H](C3=O)C2,O=C1[C@@H]2C[C@@H]3C[C@H]1C[C@@](N=c1ccc4n[nH]nc4[nH]1)(C3)C2,O=C1[C@@H]2C[C@@H]3C[C@H]1C[C@@](/N=c1\ccc4n[nH]nc4[nH]1)(C3)C2
97,C1[C@H]2C[C@H]3C[C@]1(Nc1nc4c(nn[nH]4)cc1)C[C@H](C3=O)C2,O=C1[C@@H]2C[C@@H]3C[C@H]1C[C@@](N=c1ccc4n[nH]nc4[nH]1)(C3)C2,O=C1[C@@H]2C[C@@H]3C[C@H]1C[C@@](/N=c1/ccc4n[nH]nc4[nH]1)(C3)C2
98,C1[C@H]2C[C@H]3C[C@]1(N(c1nc4c(cc1)CCN4C(OCc1ccccc1)=O)C)C[C@H](C3=O)C2,CN(c1ccc2c(n1)N(C(=O)OCc1ccccc1)CC2)[C@]12C[C@@H]3C[C@H](C1)C(=O)[C@@H](C3)C2,CN(c1ccc2c(n1)N(C(=O)OCc1ccccc1)CC2)[C@]12C[C@@H]3C[C@H](C1)C(=O)[C@@H](C3)C2
99,C1[C@H]2C[C@H]3C[C@]1(N(c1nc4nc(-c5ccccc5)ccc4[nH]1)CC)C[C@H](C3=O)C2,CCN(c1nc2nc(-c3ccccc3)ccc2[nH]1)[C@]12C[C@@H]3C[C@H](C1)C(=O)[C@@H](C3)C2,CCN(c1nc2nc(-c3ccccc3)ccc2[nH]1)[C@]12C[C@@H]3C[C@H](C1)C(=O)[C@@H](C3)C2
100,C1[C@H]2C[C@H]3C[C@]1(N(c1nc4nc(-c5ccccc5)ccc4[nH]1)CC)C[C@H](C3=O)C2,CCN(c1nc2ccc(-c3ccccc3)nc2[nH]1)[C@]12C[C@@H]3C[C@H](C1)C(=O)[C@@H](C3)C2,CCN(c1nc2ccc(-c3ccccc3)nc2[nH]1)[C@]12C[C@@H]3C[C@H](C1)C(=O)[C@@H](C3)C2
101,C1[C@H]2C[C@H]3C[C@]1(N(c1nc4nc(-c5ccccc5)ccc4[nH]1)CC)C[C@H](C3=O)C2,CCN(c1nc2ccc(-c3ccccc3)[nH]c-2n1)[C@]12C[C@@H]3C[C@H](C1)C(=O)[C@@H](C3)C2,CCN(c1nc2ccc(-c3ccccc3)[nH]c-2n1)[C@]12C[C@@H]3C[C@H](C1)C(=O)[C@@H](C3)C2
102,C1[C@H]2C[C@H]3C[C@]1(N(c1nc4nc(-c5ccccc5)ccc4[nH]1)CC)C[C@H](C3=O)C2,CCN(c1[nH]c2ccc(-c3ccccc3)nc2[nH+]1)[C@]12C[C@@H]3C[C@H](C1)C(=O)[C@@H](C3)C2,CCN(c1[nH]c2ccc(-c3ccccc3)nc2[nH+]1)[C@]12C[C@@H]3C[C@H](C1)C(=O)[C@@H](C3)C2
103,C1[C@H]2C[C@H]3C[C@]1(N(c1[n+]([O-])c(F)c(-c4ccccc4)cc1)C)C[C@H](C3=O)C2,CN(c1ccc(-c2ccccc2)c(F)[n+]1[O-])[C@]12C[C@@H]3C[C@H](C1)C(=O)[C@@H](C3)C2,CN(c1ccc(-c2ccccc2)c(F)[n+]1[O-])[C@]12C[C@@H]3C[C@H](C1)C(=O)[C@@H](C3)C2
104,O=C([C@H]1[C@H]2C[C@H]3C[C@]1(N(c1nc4c(cc1)sc(C)c4)C)C[C@H](C3=O)C2)OCC,CCOC(=O)[C@H]1[C@@H]2C[C@@H]3C[C@@]1(N(C)c1ccc4sc(C)cc4n1)C[C@H](C2)C3=O,CCOC(=O)[C@H]1[C@@H]2C[C@@H]3C[C@@]1(N(C)c1ccc4sc(C)cc4n1)C[C@H](C2)C3=O
105,c12c(ccc(N[C@H](C)c3ccccc3)n1)[nH]c(-c1ccccc1)c2,C[C@@H](Nc1ccc2[nH]c(-c3ccccc3)cc2n1)c1ccccc1,C[C@@H](Nc1ccc2[nH]c(-c3ccccc3)cc2n1)c1ccccc1
106,c12c(ccc(N[C@H](C)c3ccccc3)n1)[nH]c(-c1ccccc1)c2,C[C@@H](N=c1ccc2[nH]c(-c3ccccc3)cc2[nH]1)c1ccccc1,C[C@@H](/N=c1\ccc2[nH]c(-c3ccccc3)cc2[nH]1)c1ccccc1
107,c12c(ccc(N[C@H](C)c3ccccc3)n1)[nH]c(-c1ccccc1)c2,C[C@@H](N=c1ccc2[nH]c(-c3ccccc3)cc2[nH]1)c1ccccc1,C[C@@H](/N=c1/ccc2[nH]c(-c3ccccc3)cc2[nH]1)c1ccccc1
108,c12c(ccc(N[C@H](C)c3ccccc3)n1)[nH]c(-c1ccccc1)c2,C[C@@H](Nc1ccc2nc(-c3ccccc3)cc-2[nH]1)c1ccccc1,C[C@@H](Nc1ccc2nc(-c3ccccc3)cc-2[nH]1)c1ccccc1
109,c12c(ccc(N([C@@]34CC5C(=O)[C@@H](C[C@@H](C5)C3)C4)C#N)n1)[nH]c(-c1ccc(C)cc1)c2,Cc1ccc(-c2cc3nc(N(C#N)[C@]45CC6C[C@H](C[C@@H](C4)C6=O)C5)ccc3[nH]2)cc1,Cc1ccc(-c2cc3nc(N(C#N)[C@]45C[C@@H]6C[C@H](C4)C(=O)[C@@H](C6)C5)ccc3[nH]2)cc1
110,c12c(ccc(N([C@@]34CC5C(=O)[C@@H](C[C@@H](C5)C3)C4)C#N)n1)[nH]c(-c1ccc(C)cc1)c2,Cc1ccc(-c2cc3[nH]c(N(C#N)[C@]45CC6C[C@H](C[C@@H](C4)C6=O)C5)ccc-3n2)cc1,Cc1ccc(-c2cc3[nH]c(N(C#N)[C@]45C[C@@H]6C[C@H](C4)C(=O)[C@@H](C6)C5)ccc-3n2)cc1
111,c12c(ccc(N(C34CC5C(=O)C=C(C[C@@H](C5)C3)C4)C)n1)[nH]c(-c1ccoc1)c2,CN(c1ccc2[nH]c(-c3ccoc3)cc2n1)C12CC3=CC(=O)C(C[C@H](C3)C1)C2,CN(c1ccc2[nH]c(-c3ccoc3)cc2n1)[C@]12CC3=CC(=O)[C@H](C[C@H](C3)C1)C2
112,c12c(ccc(N(C34CC5C(=O)C=C(C[C@@H](C5)C3)C4)C)n1)[nH]c(-c1ccoc1)c2,CN(c1ccc2nc(-c3ccoc3)cc-2[nH]1)C12CC3=CC(=O)C(C[C@H](C3)C1)C2,CN(c1ccc2nc(-c3ccoc3)cc-2[nH]1)[C@]12CC3=CC(=O)[C@H](C[C@H](C3)C1)C2
113,c12c(ccc(NC(/C=C/c3cn(C)cn3)=O)n1)[nH]c(-c1ccccc1F)c2,Cn1cnc(/C=C/C(=O)Nc2ccc3[nH]c(-c4ccccc4F)cc3n2)c1,Cn1cnc(/C=C/C(=O)Nc2ccc3[nH]c(-c4ccccc4F)cc3n2)c1
114,c12c(ccc(NC(/C=C/c3cn(C)cn3)=O)n1)[nH]c(-c1ccccc1F)c2,Cn1cnc(/C=C/C(=O)Nc2ccc3nc(-c4ccccc4F)cc-3[nH]2)c1,Cn1cnc(/C=C/C(=O)Nc2ccc3nc(-c4ccccc4F)cc-3[nH]2)c1
115,c12c(ccc(NC(/C=C/c3cn(C)cn3)=O)n1)[nH]c(-c1ccccc1F)c2,Cn1c[nH+]c(/C=C/C(=O)Nc2ccc3[nH]c(-c4ccccc4F)cc3n2)c1,Cn1c[nH+]c(/C=C/C(=O)Nc2ccc3[nH]c(-c4ccccc4F)cc3n2)c1
116,c12c(ccc(NC(/C=C/c3cn(C)cn3)=O)n1)[nH]c(-c1ccccc1F)c2,Cn1c[nH+]c(/C=C/C(=O)Nc2ccc3nc(-c4ccccc4F)cc-3[nH]2)c1,Cn1c[nH+]c(/C=C/C(=O)Nc2ccc3nc(-c4ccccc4F)cc-3[nH]2)c1
117,c12c(ccc(NC[C@H]3CC[C@H](O)CC3)n1)[nH]c(N)c2,Nc1cc2nc(NC[C@H]3CC[C@H](O)CC3)ccc2[nH]1,Nc1cc2nc(NC[C@H]3CC[C@H](O)CC3)ccc2[nH]1
118,c12c(ccc(NC[C@H]3CC[C@H](O)CC3)n1)[nH]c(N)c2,Nc1cc2[nH]c(=NC[C@H]3CC[C@H](O)CC3)ccc2[nH]1,Nc1cc2[nH]/c(=N/C[C@H]3CC[C@H](O)CC3)ccc2[nH]1
119,c12c(ccc(NC[C@H]3CC[C@H](O)CC3)n1)[nH]c(N)c2,Nc1cc2[nH]c(=NC[C@H]3CC[C@H](O)CC3)ccc2[nH]1,Nc1cc2[nH]/c(=N\C[C@H]3CC[C@H](O)CC3)ccc2[nH]1
120,c12c(ccc(NC[C@H]3CC[C@H](O)CC3)n1)[nH]c(N)c2,N=c1cc2[nH]c(NC[C@H]3CC[C@H](O)CC3)ccc-2[nH]1,N=c1cc2[nH]c(NC[C@H]3CC[C@H](O)CC3)ccc-2[nH]1
121,c12c(ccc(NC[C@H]3CC[C@H](O)CC3)n1)[nH]c(N)c2,Nc1cc2[nH]c(NC[C@H]3CC[C@H](O)CC3)ccc-2n1,Nc1cc2[nH]c(NC[C@H]3CC[C@H](O)CC3)ccc-2n1
122,c12c(cc(C3=C(c4cc(OC)c(OC)c(OCc5ccccc5)c4)CC3=O)cn1)c1ccccc1[nH]2,COc1cc(C2=C(c3cnc4[nH]c5ccccc5c4c3)C(=O)C2)cc(OCc2ccccc2)c1OC,COc1cc(C2=C(c3cnc4[nH]c5ccccc5c4c3)C(=O)C2)cc(OCc2ccccc2)c1OC
123,c12c(cc(C3=C(c4cc(OC)c(OC)c(OCc5ccccc5)c4)CC3=O)cn1)c1ccccc1[nH]2,COc1cc(C2=C(c3c[nH]c4nc5ccccc5c-4c3)C(=O)C2)cc(OCc2ccccc2)c1OC,COc1cc(C2=C(c3c[nH]c4nc5ccccc5c-4c3)C(=O)C2)cc(OCc2ccccc2)c1OC
124,c1cccc(-c2[nH]c3ccc(N(c4ccccc4)C)nc3c2)c1,CN(c1ccccc1)c1ccc2[nH]c(-c3ccccc3)cc2n1,CN(c1ccccc1)c1ccc2[nH]c(-c3ccccc3)cc2n1
125,c1cccc(-c2[nH]c3ccc(N(c4ccccc4)C)nc3c2)c1,CN(c1ccccc1)c1ccc2nc(-c3ccccc3)cc-2[nH]1,CN(c1ccccc1)c1ccc2nc(-c3ccccc3)cc-2[nH]1
126,c1cccc(-c2[nH]c3ccc(N(C4CCNCC4)C)nc3c2)c1,CN(c1ccc2[nH]c(-c3ccccc3)cc2n1)C1CC[NH2+]CC1,CN(c1ccc2[nH]c(-c3ccccc3)cc2n1)C1CC[NH2+]CC1
127,c1cccc(-c2[nH]c3ccc(N(C4CCNCC4)C)nc3c2)c1,CN(c1ccc2nc(-c3ccccc3)cc-2[nH]1)C1CC[NH2+]CC1,CN(c1ccc2nc(-c3ccccc3)cc-2[nH]1)C1CC[NH2+]CC1
128,c1ccc2c([nH]cn2)c1,c1ccc2[nH]cnc2c1,c1ccc2[nH]cnc2c1
129,c1ccc2c([nH]cn2)c1,c1ccc2[nH+]c[nH]c2c1,c1ccc2[nH+]c[nH]c2c1
130,c1cccc(-c2[nH]c3ccc(N[C@@H]4CCCC[C@H]4C(=O)O3)nc3c2cc[nH]3)c1,O=C1Oc2ccc(nc3[nH]ccc3c(-c3ccccc3)[nH]2)N[C@@H]2CCCC[C@@H]12,O=C1Oc2ccc(nc3[nH]ccc3c(-c3ccccc3)[nH]2)N[C@@H]2CCCC[C@@H]12
131,c1cccc(-c2[nH]c3ccc(N[C@@H]4CCCC[C@H]4C(=O)O3)nc3c2cc[nH]3)c1,O=C1Oc2ccc([nH]c3nccc-3c(-c3ccccc3)[nH]2)N[C@@H]2CCCC[C@@H]12,O=C1Oc2ccc([nH]c3nccc-3c(-c3ccccc3)[nH]2)N[C@@H]2CCCC[C@@H]12
132,c1cccc(-c2[nH]c3ccc(N[C@@H]4CCCC[C@H]4C(=O)O3)nc3c2cc[nH]3)c1,O=C1Oc2ccc([nH]c3[nH]ccc3c(-c3ccccc3)n2)N[C@@H]2CCCC[C@@H]12,O=C1Oc2ccc([nH]c3[nH]ccc3c(-c3ccccc3)n2)N[C@@H]2CCCC[C@@H]12
133,C1[C@H]2C[C@H]3C[C@]1(Nc1[nH]c4cc(-c5ccccc5)nc-4cc1)C[C@H](C3=O)C2,O=C1[C@@H]2C[C@@H]3C[C@H]1C[C@@](Nc1ccc4nc(-c5ccccc5)cc-4[nH]1)(C3)C2,O=C1[C@@H]2C[C@@H]3C[C@H]1C[C@@](Nc1ccc4nc(-c5ccccc5)cc-4[nH]1)(C3)C2
134,C1[C@H]2C[C@H]3C[C@]1(Nc1[nH]c4cc(-c5ccccc5)nc-4cc1)C[C@H](C3=O)C2,O=C1[C@@H]2C[C@@H]3C[C@H]1C[C@@](Nc1ccc4[nH]c(-c5ccccc5)cc4n1)(C3)C2,O=C1[C@@H]2C[C@@H]3C[C@H]1C[C@@](Nc1ccc4[nH]c(-c5ccccc5)cc4n1)(C3)C2
135,C1[C@H]2C[C@H]3C[C@]1(Nc1[nH]c4cc(-c5ccccc5)nc-4cc1)C[C@H](C3=O)C2,O=C1[C@@H]2C[C@@H]3C[C@H]1C[C@@](N=c1ccc4[nH]c(-c5ccccc5)cc4[nH]1)(C3)C2,O=C1[C@@H]2C[C@@H]3C[C@H]1C[C@@](/N=c1\ccc4[nH]c(-c5ccccc5)cc4[nH]1)(C3)C2
136,C1[C@H]2C[C@H]3C[C@]1(Nc1[nH]c4cc(-c5ccccc5)nc-4cc1)C[C@H](C3=O)C2,O=C1[C@@H]2C[C@@H]3C[C@H]1C[C@@](N=c1ccc4[nH]c(-c5ccccc5)cc4[nH]1)(C3)C2,O=C1[C@@H]2C[C@@H]3C[C@H]1C[C@@](/N=c1/ccc4[nH]c(-c5ccccc5)cc4[nH]1)(C3)C2
137,C1[C@H]2C[C@H]3C[C@]1(Nc1[nH]c4cc(-c5ccccc5)nc-4cc1)C[C@H](C3)C2,c1ccc(-c2cc3[nH]c(N[C@]45C[C@H]6C[C@H](C[C@H](C6)C4)C5)ccc-3n2)cc1,c1ccc(-c2cc3[nH]c(N[C@]45C[C@H]6C[C@H](C[C@H](C6)C4)C5)ccc-3n2)cc1
138,C1[C@H]2C[C@H]3C[C@]1(Nc1[nH]c4cc(-c5ccccc5)nc-4cc1)C[C@H](C3)C2,c1ccc(-c2cc3nc(N[C@]45C[C@H]6C[C@H](C[C@H](C6)C4)C5)ccc3[nH]2)cc1,c1ccc(-c2cc3nc(N[C@]45C[C@H]6C[C@H](C[C@H](C6)C4)C5)ccc3[nH]2)cc1
139,C1[C@H]2C[C@H]3C[C@]1(Nc1[nH]c4cc(-c5ccccc5)nc-4cc1)C[C@H](C3)C2,c1ccc(-c2cc3[nH]c(=N[C@]45C[C@H]6C[C@H](C[C@H](C6)C4)C5)ccc3[nH]2)cc1,c1ccc(-c2cc3[nH]/c(=N/[C@]45C[C@H]6C[C@H](C[C@H](C6)C4)C5)ccc3[nH]2)cc1
140,C1[C@H]2C[C@H]3C[C@]1(Nc1[nH]c4cc(-c5ccccc5)nc-4cc1)C[C@H](C3)C2,c1ccc(-c2cc3[nH]c(=N[C@]45C[C@H]6C[C@H](C[C@H](C6)C4)C5)ccc3[nH]2)cc1,c1ccc(-c2cc3[nH]/c(=N\[C@]45C[C@H]6C[C@H](C[C@H](C6)C4)C5)ccc3[nH]2)cc1
141,C1[C@H]2C[C@H]3C[C@]1(NCc1[nH]c4cc(-c5ccccc5)nc-4cc1)C[C@H](C3=O)C2,O=C1[C@@H]2C[C@@H]3C[C@H]1C[C@@]([NH2+]Cc1ccc4nc(-c5ccccc5)cc-4[nH]1)(C3)C2,O=C1[C@@H]2C[C@@H]3C[C@H]1C[C@@]([NH2+]Cc1ccc4nc(-c5ccccc5)cc-4[nH]1)(C3)C2
142,C1[C@H]2C[C@H]3C[C@]1(NCc1[nH]c4cc(-c5ccccc5)nc-4cc1)C[C@H](C3=O)C2,O=C1[C@@H]2C[C@@H]3C[C@H]1C[C@@]([NH2+]Cc1ccc4[nH]c(-c5ccccc5)cc4n1)(C3)C2,O=C1[C@@H]2C[C@@H]3C[C@H]1C[C@@]([NH2+]Cc1ccc4[nH]c(-c5ccccc5)cc4n1)(C3)C2
143,C1[C@H]2C[C@H]3C[C@]1(Nc1[nH]c4cc([N+]([O-])=O)nc-4cc1)C[C@H](C3=O)C2,O=C1[C@@H]2C[C@@H]3C[C@H]1C[C@@](Nc1ccc4nc([N+](=O)[O-])cc-4[nH]1)(C3)C2,O=C1[C@@H]2C[C@@H]3C[C@H]1C[C@@](Nc1ccc4nc([N+](=O)[O-])cc-4[nH]1)(C3)C2
144,C1[C@H]2C[C@H]3C[C@]1(Nc1[nH]c4cc([N+]([O-])=O)nc-4cc1)C[C@H](C3=O)C2,O=C1[C@@H]2C[C@@H]3C[C@H]1C[C@@](Nc1ccc4[nH]c([N+](=O)[O-])cc4n1)(C3)C2,O=C1[C@@H]2C[C@@H]3C[C@H]1C[C@@](Nc1ccc4[nH]c([N+](=O)[O-])cc4n1)(C3)C2
145,C1[C@H]2C[C@H]3C[C@]1(Nc1[nH]c4cc([N+]([O-])=O)nc-4cc1)C[C@H](C3=O)C2,O=C1[C@@H]2C[C@@H]3C[C@H]1C[C@@](N=c1ccc4[nH]c([N+](=O)[O-])cc4[nH]1)(C3)C2,O=C1[C@@H]2C[C@@H]3C[C@H]1C[C@@](/N=c1\ccc4[nH]c([N+](=O)[O-])cc4[nH]1)(C3)C2
146,C1[C@H]2C[C@H]3C[C@]1(Nc1[nH]c4cc([N+]([O-])=O)nc-4cc1)C[C@H](C3=O)C2,O=C1[C@@H]2C[C@@H]3C[C@H]1C[C@@](N=c1ccc4[nH]c([N+](=O)[O-])cc4[nH]1)(C3)C2,O=C1[C@@H]2C[C@@H]3C[C@H]1C[C@@](/N=c1/ccc4[nH]c([N+](=O)[O-])cc4[nH]1)(C3)C2
147,C1[C@H]2C[C@H]3C[C@]1(N(c1nc4c(cccc4)o1)C)C[C@H](C3=O)C2,CN(c1nc2ccccc2o1)[C@]12C[C@@H]3C[C@H](C1)C(=O)[C@@H](C3)C2,CN(c1nc2ccccc2o1)[C@]12C[C@@H]3C[C@H](C1)C(=O)[C@@H](C3)C2
148,C1[C@H]2C[C@H]3C[C@]1(CCC(N1CC4CC(c5cc6c([nH]c5=O)CCN(C)C6)=C41)C)C[C@H](C3CO)C2,CC(CC[C@]12C[C@@H]3C[C@H](C1)C(CO)[C@@H](C3)C2)N1CC2CC(c3cc4c([nH]c3=O)CC[NH+](C)C4)=C21,C[C@H](CC[C@]12C[C@@H]3C[C@H](C1)[C@H](CO)[C@@H](C3)C2)N1C[C@@H]2CC(c3cc4c([nH]c3=O)CC[N@H+](C)C4)=C21
149,C1[C@H]2C[C@H]3C[C@]1(CCC(N1CC4CC(c5cc6c([nH]c5=O)CCN(C)C6)=C41)C)C[C@H](C3CO)C2,CC(CC[C@]12C[C@@H]3C[C@H](C1)C(CO)[C@@H](C3)C2)N1CC2CC(c3cc4c([nH]c3=O)CC[NH+](C)C4)=C21,C[C@@H](CC[C@]12C[C@@H]3C[C@H](C1)[C@H](CO)[C@@H](C3)C2)N1C[C@@H]2CC(c3cc4c([nH]c3=O)CC[N@H+](C)C4)=C21
150,C1[C@H]2C[C@H]3C[C@]1(CCC(N1CC4CC(c5cc6c([nH]c5=O)CCN(C)C6)=C41)C)C[C@H](C3CO)C2,CC(CC[C@]12C[C@@H]3C[C@H](C1)C(CO)[C@@H](C3)C2)N1CC2CC(c3cc4c([nH]c3=O)CC[NH+](C)C4)=C21,C[C@H](CC[C@]12C[C@@H]3C[C@H](C1)[C@@H](CO)[C@@H](C3)C2)N1C[C@@H]2CC(c3cc4c([nH]c3=O)CC[N@H+](C)C4)=C21
151,C1[C@H]2C[C@H]3C[C@]1(CCC(N1CC4CC(c5cc6c([nH]c5=O)CCN(C)C6)=C41)C)C[C@H](C3CO)C2,CC(CC[C@]12C[C@@H]3C[C@H](C1)C(CO)[C@@H](C3)C2)N1CC2CC(c3cc4c([nH]c3=O)CC[NH+](C)C4)=C21,C[C@@H](CC[C@]12C[C@@H]3C[C@H](C1)[C@@H](CO)[C@@H](C3)C2)N1C[C@@H]2CC(c3cc4c([nH]c3=O)CC[N@H+](C)C4)=C21
