sdf_number,annalog,protonated,isomers,docking_energy,cluster
82,C(C1C(C)CN(C)CC(C)(O)C1)Nc1[nH]c2cc(N)nc-2cc1,CC1C[NH+](C)CC(C)(O)CC1CNc1ccc2nc(N)cc-2[nH]1,C[C@@H]1C[N@@H+](C)C[C@@](C)(O)C[C@@H]1CNc1ccc2nc(N)cc-2[nH]1,-6.466,1
83,C(C1C(C)CN(C)CC(C)(O)C1)Nc1[nH]c2cc(N)nc-2cc1,CC1C[NH+](C)CC(C)(O)CC1CNc1ccc2nc(N)cc-2[nH]1,C[C@H]1C[N@@H+](C)C[C@@](C)(O)C[C@@H]1CNc1ccc2nc(N)cc-2[nH]1,-6.727,1
84,C(C1C(C)CN(C)CC(C)(O)C1)Nc1[nH]c2cc(N)nc-2cc1,CC1C[NH+](C)CC(C)(O)CC1CNc1ccc2nc(N)cc-2[nH]1,C[C@@H]1C[N@H+](C)C[C@](C)(O)C[C@H]1CNc1ccc2nc(N)cc-2[nH]1,-6.268,1
85,C(C1C(C)CN(C)CC(C)(O)C1)Nc1[nH]c2cc(N)nc-2cc1,CC1C[NH+](C)CC(C)(O)CC1CNc1ccc2nc(N)cc-2[nH]1,C[C@H]1C[N@H+](C)C[C@](C)(O)C[C@H]1CNc1ccc2nc(N)cc-2[nH]1,-6.429,1
86,C(C1C(C)CN(C)CC(C)(O)C1)Nc1[nH]c2cc(N)nc-2cc1,CC1C[NH+](C)CC(C)(O)CC1CNc1ccc2nc(N)cc-2[nH]1,C[C@@H]1C[N@@H+](C)C[C@](C)(O)C[C@H]1CNc1ccc2nc(N)cc-2[nH]1,-6.549,1
87,C(C1C(C)CN(C)CC(C)(O)C1)Nc1[nH]c2cc(N)nc-2cc1,CC1C[NH+](C)CC(C)(O)CC1CNc1ccc2nc(N)cc-2[nH]1,C[C@H]1C[N@@H+](C)C[C@](C)(O)C[C@H]1CNc1ccc2nc(N)cc-2[nH]1,-6.629,1
88,C(C1C(C)CN(C)CC(C)(O)C1)Nc1[nH]c2cc(N)nc-2cc1,CC1C[NH+](C)CC(C)(O)CC1CNc1ccc2nc(N)cc-2[nH]1,C[C@@H]1C[N@H+](C)C[C@@](C)(O)C[C@H]1CNc1ccc2nc(N)cc-2[nH]1,-6.511,1
89,C(C1C(C)CN(C)CC(C)(O)C1)Nc1[nH]c2cc(N)nc-2cc1,CC1C[NH+](C)CC(C)(O)CC1CNc1ccc2nc(N)cc-2[nH]1,C[C@H]1C[N@H+](C)C[C@@](C)(O)C[C@H]1CNc1ccc2nc(N)cc-2[nH]1,-6.52,1
90,C(C1C(C)CN(C)CC(C)(O)C1)Nc1[nH]c2cc(N)nc-2cc1,CC1C[NH+](C)CC(C)(O)CC1CNc1ccc2nc(N)cc-2[nH]1,C[C@@H]1C[N@@H+](C)C[C@@](C)(O)C[C@H]1CNc1ccc2nc(N)cc-2[nH]1,-6.703,1
91,C(C1C(C)CN(C)CC(C)(O)C1)Nc1[nH]c2cc(N)nc-2cc1,CC1C[NH+](C)CC(C)(O)CC1CNc1ccc2nc(N)cc-2[nH]1,C[C@H]1C[N@@H+](C)C[C@@](C)(O)C[C@H]1CNc1ccc2nc(N)cc-2[nH]1,-6.485,1
92,C(C1C(C)CN(C)CC(C)(O)C1)Nc1[nH]c2cc(N)nc-2cc1,CC1C[NH+](C)CC(C)(O)CC1CNc1ccc2[nH]c(=N)cc-2[nH]1,C[C@@H]1C[N@H+](C)C[C@](C)(O)C[C@@H]1CNc1ccc2[nH]c(=N)cc-2[nH]1,-6.448,1
93,C(C1C(C)CN(C)CC(C)(O)C1)Nc1[nH]c2cc(N)nc-2cc1,CC1C[NH+](C)CC(C)(O)CC1CNc1ccc2[nH]c(=N)cc-2[nH]1,C[C@H]1C[N@H+](C)C[C@](C)(O)C[C@@H]1CNc1ccc2[nH]c(=N)cc-2[nH]1,-6.525,1
94,C(C1C(C)CN(C)CC(C)(O)C1)Nc1[nH]c2cc(N)nc-2cc1,CC1C[NH+](C)CC(C)(O)CC1CNc1ccc2[nH]c(=N)cc-2[nH]1,C[C@@H]1C[N@@H+](C)C[C@](C)(O)C[C@@H]1CNc1ccc2[nH]c(=N)cc-2[nH]1,-6.445,1
95,C(C1C(C)CN(C)CC(C)(O)C1)Nc1[nH]c2cc(N)nc-2cc1,CC1C[NH+](C)CC(C)(O)CC1CNc1ccc2[nH]c(=N)cc-2[nH]1,C[C@H]1C[N@@H+](C)C[C@](C)(O)C[C@@H]1CNc1ccc2[nH]c(=N)cc-2[nH]1,-6.403,1
96,C(C1C(C)CN(C)CC(C)(O)C1)Nc1[nH]c2cc(N)nc-2cc1,CC1C[NH+](C)CC(C)(O)CC1CNc1ccc2[nH]c(=N)cc-2[nH]1,C[C@@H]1C[N@H+](C)C[C@@](C)(O)C[C@@H]1CNc1ccc2[nH]c(=N)cc-2[nH]1,-6.449,1
97,C(C1C(C)CN(C)CC(C)(O)C1)Nc1[nH]c2cc(N)nc-2cc1,CC1C[NH+](C)CC(C)(O)CC1CNc1ccc2[nH]c(=N)cc-2[nH]1,C[C@H]1C[N@H+](C)C[C@@](C)(O)C[C@@H]1CNc1ccc2[nH]c(=N)cc-2[nH]1,-6.794,1
98,C(C1C(C)CN(C)CC(C)(O)C1)Nc1[nH]c2cc(N)nc-2cc1,CC1C[NH+](C)CC(C)(O)CC1CNc1ccc2[nH]c(=N)cc-2[nH]1,C[C@@H]1C[N@@H+](C)C[C@@](C)(O)C[C@@H]1CNc1ccc2[nH]c(=N)cc-2[nH]1,-6.474,1
99,C(C1C(C)CN(C)CC(C)(O)C1)Nc1[nH]c2cc(N)nc-2cc1,CC1C[NH+](C)CC(C)(O)CC1CNc1ccc2[nH]c(=N)cc-2[nH]1,C[C@H]1C[N@@H+](C)C[C@@](C)(O)C[C@@H]1CNc1ccc2[nH]c(=N)cc-2[nH]1,-6.681,1
100,C(C1C(C)CN(C)CC(C)(O)C1)Nc1[nH]c2cc(N)nc-2cc1,CC1C[NH+](C)CC(C)(O)CC1CNc1ccc2[nH]c(=N)cc-2[nH]1,C[C@@H]1C[N@H+](C)C[C@](C)(O)C[C@H]1CNc1ccc2[nH]c(=N)cc-2[nH]1,-6.274,1
101,C(C1C(C)CN(C)CC(C)(O)C1)Nc1[nH]c2cc(N)nc-2cc1,CC1C[NH+](C)CC(C)(O)CC1CNc1ccc2[nH]c(=N)cc-2[nH]1,C[C@H]1C[N@H+](C)C[C@](C)(O)C[C@H]1CNc1ccc2[nH]c(=N)cc-2[nH]1,-6.334,1
102,C(C1C(C)CN(C)CC(C)(O)C1)Nc1[nH]c2cc(N)nc-2cc1,CC1C[NH+](C)CC(C)(O)CC1CNc1ccc2[nH]c(=N)cc-2[nH]1,C[C@@H]1C[N@@H+](C)C[C@](C)(O)C[C@H]1CNc1ccc2[nH]c(=N)cc-2[nH]1,-6.611,1
103,C(C1C(C)CN(C)CC(C)(O)C1)Nc1[nH]c2cc(N)nc-2cc1,CC1C[NH+](C)CC(C)(O)CC1CNc1ccc2[nH]c(=N)cc-2[nH]1,C[C@H]1C[N@@H+](C)C[C@](C)(O)C[C@H]1CNc1ccc2[nH]c(=N)cc-2[nH]1,-6.573,1
104,C(C1C(C)CN(C)CC(C)(O)C1)Nc1[nH]c2cc(N)nc-2cc1,CC1C[NH+](C)CC(C)(O)CC1CNc1ccc2[nH]c(=N)cc-2[nH]1,C[C@@H]1C[N@H+](C)C[C@@](C)(O)C[C@H]1CNc1ccc2[nH]c(=N)cc-2[nH]1,-6.504,1
105,C(C1C(C)CN(C)CC(C)(O)C1)Nc1[nH]c2cc(N)nc-2cc1,CC1C[NH+](C)CC(C)(O)CC1CNc1ccc2[nH]c(=N)cc-2[nH]1,C[C@H]1C[N@H+](C)C[C@@](C)(O)C[C@H]1CNc1ccc2[nH]c(=N)cc-2[nH]1,-6.705,1
106,C(C1C(C)CN(C)CC(C)(O)C1)Nc1[nH]c2cc(N)nc-2cc1,CC1C[NH+](C)CC(C)(O)CC1CNc1ccc2[nH]c(=N)cc-2[nH]1,C[C@@H]1C[N@@H+](C)C[C@@](C)(O)C[C@H]1CNc1ccc2[nH]c(=N)cc-2[nH]1,-6.707,1
107,C(C1C(C)CN(C)CC(C)(O)C1)Nc1[nH]c2cc(N)nc-2cc1,CC1C[NH+](C)CC(C)(O)CC1CNc1ccc2[nH]c(=N)cc-2[nH]1,C[C@H]1C[N@@H+](C)C[C@@](C)(O)C[C@H]1CNc1ccc2[nH]c(=N)cc-2[nH]1,-6.84,1
108,C(C1C(C)CN(C)CC(C)(O)C1)Nc1[nH]c2cc(N)nc-2cc1,CC1C[NH+](C)CC(C)(O)CC1CNc1ccc2[nH]c(N)cc2n1,C[C@@H]1C[N@H+](C)C[C@](C)(O)C[C@@H]1CNc1ccc2[nH]c(N)cc2n1,-6.334,0
109,C(C1C(C)CN(C)CC(C)(O)C1)Nc1[nH]c2cc(N)nc-2cc1,CC1C[NH+](C)CC(C)(O)CC1CNc1ccc2[nH]c(N)cc2n1,C[C@H]1C[N@H+](C)C[C@](C)(O)C[C@@H]1CNc1ccc2[nH]c(N)cc2n1,-6.472,0
110,C(C1C(C)CN(C)CC(C)(O)C1)Nc1[nH]c2cc(N)nc-2cc1,CC1C[NH+](C)CC(C)(O)CC1CNc1ccc2[nH]c(N)cc2n1,C[C@@H]1C[N@@H+](C)C[C@](C)(O)C[C@@H]1CNc1ccc2[nH]c(N)cc2n1,-6.298,0
111,C(C1C(C)CN(C)CC(C)(O)C1)Nc1[nH]c2cc(N)nc-2cc1,CC1C[NH+](C)CC(C)(O)CC1CNc1ccc2[nH]c(N)cc2n1,C[C@H]1C[N@@H+](C)C[C@](C)(O)C[C@@H]1CNc1ccc2[nH]c(N)cc2n1,-6.376,0
112,C(C1C(C)CN(C)CC(C)(O)C1)Nc1[nH]c2cc(N)nc-2cc1,CC1C[NH+](C)CC(C)(O)CC1CNc1ccc2[nH]c(N)cc2n1,C[C@@H]1C[N@H+](C)C[C@@](C)(O)C[C@@H]1CNc1ccc2[nH]c(N)cc2n1,-6.305,0
113,C(C1C(C)CN(C)CC(C)(O)C1)Nc1[nH]c2cc(N)nc-2cc1,CC1C[NH+](C)CC(C)(O)CC1CNc1ccc2[nH]c(N)cc2n1,C[C@H]1C[N@H+](C)C[C@@](C)(O)C[C@@H]1CNc1ccc2[nH]c(N)cc2n1,-6.472,0
114,C(C1C(C)CN(C)CC(C)(O)C1)Nc1[nH]c2cc(N)nc-2cc1,CC1C[NH+](C)CC(C)(O)CC1CNc1ccc2[nH]c(N)cc2n1,C[C@@H]1C[N@@H+](C)C[C@@](C)(O)C[C@@H]1CNc1ccc2[nH]c(N)cc2n1,-6.665,0
115,C(C1C(C)CN(C)CC(C)(O)C1)Nc1[nH]c2cc(N)nc-2cc1,CC1C[NH+](C)CC(C)(O)CC1CNc1ccc2[nH]c(N)cc2n1,C[C@H]1C[N@@H+](C)C[C@@](C)(O)C[C@@H]1CNc1ccc2[nH]c(N)cc2n1,-6.364,0
116,C(C1C(C)CN(C)CC(C)(O)C1)Nc1[nH]c2cc(N)nc-2cc1,CC1C[NH+](C)CC(C)(O)CC1CNc1ccc2[nH]c(N)cc2n1,C[C@@H]1C[N@H+](C)C[C@](C)(O)C[C@H]1CNc1ccc2[nH]c(N)cc2n1,-6.252,0
117,C(C1C(C)CN(C)CC(C)(O)C1)Nc1[nH]c2cc(N)nc-2cc1,CC1C[NH+](C)CC(C)(O)CC1CNc1ccc2[nH]c(N)cc2n1,C[C@H]1C[N@H+](C)C[C@](C)(O)C[C@H]1CNc1ccc2[nH]c(N)cc2n1,-6.143,0
118,C(C1C(C)CN(C)CC(C)(O)C1)Nc1[nH]c2cc(N)nc-2cc1,CC1C[NH+](C)CC(C)(O)CC1CNc1ccc2[nH]c(N)cc2n1,C[C@@H]1C[N@@H+](C)C[C@](C)(O)C[C@H]1CNc1ccc2[nH]c(N)cc2n1,-6.49,0
119,C(C1C(C)CN(C)CC(C)(O)C1)Nc1[nH]c2cc(N)nc-2cc1,CC1C[NH+](C)CC(C)(O)CC1CNc1ccc2[nH]c(N)cc2n1,C[C@H]1C[N@@H+](C)C[C@](C)(O)C[C@H]1CNc1ccc2[nH]c(N)cc2n1,-6.493,0
120,C(C1C(C)CN(C)CC(C)(O)C1)Nc1[nH]c2cc(N)nc-2cc1,CC1C[NH+](C)CC(C)(O)CC1CNc1ccc2[nH]c(N)cc2n1,C[C@@H]1C[N@H+](C)C[C@@](C)(O)C[C@H]1CNc1ccc2[nH]c(N)cc2n1,-6.424,0
121,C(C1C(C)CN(C)CC(C)(O)C1)Nc1[nH]c2cc(N)nc-2cc1,CC1C[NH+](C)CC(C)(O)CC1CNc1ccc2[nH]c(N)cc2n1,C[C@H]1C[N@H+](C)C[C@@](C)(O)C[C@H]1CNc1ccc2[nH]c(N)cc2n1,-6.374,0
122,C(C1C(C)CN(C)CC(C)(O)C1)Nc1[nH]c2cc(N)nc-2cc1,CC1C[NH+](C)CC(C)(O)CC1CNc1ccc2[nH]c(N)cc2n1,C[C@@H]1C[N@@H+](C)C[C@@](C)(O)C[C@H]1CNc1ccc2[nH]c(N)cc2n1,-6.413,0
123,C(C1C(C)CN(C)CC(C)(O)C1)Nc1[nH]c2cc(N)nc-2cc1,CC1C[NH+](C)CC(C)(O)CC1CNc1ccc2[nH]c(N)cc2n1,C[C@H]1C[N@@H+](C)C[C@@](C)(O)C[C@H]1CNc1ccc2[nH]c(N)cc2n1,-6.435,0
124,C(C1C(C)CN(C)CC(C)(O)C1)Nc1[nH]c2cc(N)nc-2cc1,CC1C[NH+](C)CC(C)(O)CC1CN=c1ccc2[nH]c(N)cc2[nH]1,C[C@@H]1C[N@H+](C)C[C@](C)(O)C[C@H]1C/N=c1\ccc2[nH]c(N)cc2[nH]1,-6.739,0
125,C(C1C(C)CN(C)CC(C)(O)C1)Nc1[nH]c2cc(N)nc-2cc1,CC1C[NH+](C)CC(C)(O)CC1CN=c1ccc2[nH]c(N)cc2[nH]1,C[C@@H]1C[N@@H+](C)C[C@](C)(O)C[C@H]1C/N=c1\ccc2[nH]c(N)cc2[nH]1,-6.709,0
126,C(C1C(C)CN(C)CC(C)(O)C1)Nc1[nH]c2cc(N)nc-2cc1,CC1C[NH+](C)CC(C)(O)CC1CN=c1ccc2[nH]c(N)cc2[nH]1,C[C@@H]1C[N@@H+](C)C[C@@](C)(O)C[C@H]1C/N=c1/ccc2[nH]c(N)cc2[nH]1,-6.626,0
127,C(C1C(C)CN(C)CC(C)(O)C1)Nc1[nH]c2cc(N)nc-2cc1,CC1C[NH+](C)CC(C)(O)CC1CN=c1ccc2[nH]c(N)cc2[nH]1,C[C@H]1C[N@@H+](C)C[C@@](C)(O)C[C@@H]1C/N=c1\ccc2[nH]c(N)cc2[nH]1,-6.416,0
128,C(C1C(C)CN(C)CC(C)(O)C1)Nc1[nH]c2cc(N)nc-2cc1,CC1C[NH+](C)CC(C)(O)CC1CN=c1ccc2[nH]c(N)cc2[nH]1,C[C@@H]1C[N@H+](C)C[C@@](C)(O)C[C@H]1C/N=c1/ccc2[nH]c(N)cc2[nH]1,-6.363,0
129,C(C1C(C)CN(C)CC(C)(O)C1)Nc1[nH]c2cc(N)nc-2cc1,CC1C[NH+](C)CC(C)(O)CC1CN=c1ccc2[nH]c(N)cc2[nH]1,C[C@H]1C[N@@H+](C)C[C@](C)(O)C[C@@H]1C/N=c1\ccc2[nH]c(N)cc2[nH]1,-6.561,0
130,C(C1C(C)CN(C)CC(C)(O)C1)Nc1[nH]c2cc(N)nc-2cc1,CC1C[NH+](C)CC(C)(O)CC1CN=c1ccc2[nH]c(N)cc2[nH]1,C[C@H]1C[N@@H+](C)C[C@@](C)(O)C[C@H]1C/N=c1\ccc2[nH]c(N)cc2[nH]1,-6.683,0
131,C(C1C(C)CN(C)CC(C)(O)C1)Nc1[nH]c2cc(N)nc-2cc1,CC1C[NH+](C)CC(C)(O)CC1CN=c1ccc2[nH]c(N)cc2[nH]1,C[C@H]1C[N@@H+](C)C[C@](C)(O)C[C@H]1C/N=c1\ccc2[nH]c(N)cc2[nH]1,-6.664,0
132,C(C1C(C)CN(C)CC(C)(O)C1)Nc1[nH]c2cc(N)nc-2cc1,CC1C[NH+](C)CC(C)(O)CC1CN=c1ccc2[nH]c(N)cc2[nH]1,C[C@H]1C[N@H+](C)C[C@](C)(O)C[C@H]1C/N=c1/ccc2[nH]c(N)cc2[nH]1,-6.685,0
133,C(C1C(C)CN(C)CC(C)(O)C1)Nc1[nH]c2cc(N)nc-2cc1,CC1C[NH+](C)CC(C)(O)CC1CN=c1ccc2[nH]c(N)cc2[nH]1,C[C@@H]1C[N@@H+](C)C[C@](C)(O)C[C@@H]1C/N=c1\ccc2[nH]c(N)cc2[nH]1,-6.616,0
134,C(C1C(C)CN(C)CC(C)(O)C1)Nc1[nH]c2cc(N)nc-2cc1,CC1C[NH+](C)CC(C)(O)CC1CN=c1ccc2[nH]c(N)cc2[nH]1,C[C@H]1C[N@H+](C)C[C@](C)(O)C[C@@H]1C/N=c1\ccc2[nH]c(N)cc2[nH]1,-6.727,0
135,C(C1C(C)CN(C)CC(C)(O)C1)Nc1[nH]c2cc(N)nc-2cc1,CC1C[NH+](C)CC(C)(O)CC1CN=c1ccc2[nH]c(N)cc2[nH]1,C[C@@H]1C[N@H+](C)C[C@](C)(O)C[C@@H]1C/N=c1\ccc2[nH]c(N)cc2[nH]1,-6.714,0
136,C(C1C(C)CN(C)CC(C)(O)C1)Nc1[nH]c2cc(N)nc-2cc1,CC1C[NH+](C)CC(C)(O)CC1CN=c1ccc2[nH]c(N)cc2[nH]1,C[C@H]1C[N@@H+](C)C[C@@](C)(O)C[C@@H]1C/N=c1/ccc2[nH]c(N)cc2[nH]1,-6.267,0
137,C(C1C(C)CN(C)CC(C)(O)C1)Nc1[nH]c2cc(N)nc-2cc1,CC1C[NH+](C)CC(C)(O)CC1CN=c1ccc2[nH]c(N)cc2[nH]1,C[C@H]1C[N@@H+](C)C[C@](C)(O)C[C@@H]1C/N=c1/ccc2[nH]c(N)cc2[nH]1,-6.354,0
138,C(C1C(C)CN(C)CC(C)(O)C1)Nc1[nH]c2cc(N)nc-2cc1,CC1C[NH+](C)CC(C)(O)CC1CN=c1ccc2[nH]c(N)cc2[nH]1,C[C@@H]1C[N@H+](C)C[C@@](C)(O)C[C@@H]1C/N=c1\ccc2[nH]c(N)cc2[nH]1,-6.495,0
139,C(C1C(C)CN(C)CC(C)(O)C1)Nc1[nH]c2cc(N)nc-2cc1,CC1C[NH+](C)CC(C)(O)CC1CN=c1ccc2[nH]c(N)cc2[nH]1,C[C@@H]1C[N@H+](C)C[C@](C)(O)C[C@@H]1C/N=c1/ccc2[nH]c(N)cc2[nH]1,-6.482,0
140,C1C[C@H](O)CC[C@H]1CNc1[nH]c2cc(Cl)nc-2cc1C,Cc1cc2nc(Cl)cc-2[nH]c1NC[C@H]1CC[C@H](O)CC1,Cc1cc2nc(Cl)cc-2[nH]c1NC[C@H]1CC[C@H](O)CC1,-7.653,104
141,C1C[C@H](O)CC[C@H]1CNc1[nH]c2cc(Cl)nc-2cc1C,Cc1cc2[nH]c(Cl)cc2nc1NC[C@H]1CC[C@H](O)CC1,Cc1cc2[nH]c(Cl)cc2nc1NC[C@H]1CC[C@H](O)CC1,-8.755,103
142,C1C[C@H](O)CC[C@H]1CNc1[nH]c2cc(Cl)nc-2cc1C,Cc1cc2[nH]c(Cl)cc2[nH]c1=NC[C@H]1CC[C@H](O)CC1,Cc1cc2[nH]c(Cl)cc2[nH]/c1=N\C[C@H]1CC[C@H](O)CC1,-9.088,62
143,C1C[C@H](O)CC[C@H]1CNc1[nH]c2cc(Cl)nc-2cc1C,Cc1cc2[nH]c(Cl)cc2[nH]c1=NC[C@H]1CC[C@H](O)CC1,Cc1cc2[nH]c(Cl)cc2[nH]/c1=N/C[C@H]1CC[C@H](O)CC1,-8.983,62
144,C(O)c1n(C)c2cc(N)nc-2cc1,Cn1c(CO)ccc2nc(N)cc1-2,Cn1c(CO)ccc2nc(N)cc1-2,-6.121,102
145,C(O)c1n(C)c2cc(N)nc-2cc1,Cn1c(CO)ccc2[nH]c(=N)cc1-2,Cn1c(CO)ccc2[nH]c(=N)cc1-2,-6.096,101
146,C1C[C@H](c2cccc(OC)c2OC)CC[C@H]1CNc1[nH]c2cc(N)nc-2cc1,COc1cccc([C@H]2CC[C@H](CNc3ccc4nc(N)cc-4[nH]3)CC2)c1OC,COc1cccc([C@H]2CC[C@H](CNc3ccc4nc(N)cc-4[nH]3)CC2)c1OC,-9.748,7
147,C1C[C@H](c2cccc(OC)c2OC)CC[C@H]1CNc1[nH]c2cc(N)nc-2cc1,COc1cccc([C@H]2CC[C@H](CNc3ccc4[nH]c(=N)cc-4[nH]3)CC2)c1OC,COc1cccc([C@H]2CC[C@H](CNc3ccc4[nH]c(=N)cc-4[nH]3)CC2)c1OC,-9.755,61
148,C1C[C@H](c2cccc(OC)c2OC)CC[C@H]1CNc1[nH]c2cc(N)nc-2cc1,COc1cccc([C@H]2CC[C@H](CNc3ccc4[nH]c(N)cc4n3)CC2)c1OC,COc1cccc([C@H]2CC[C@H](CNc3ccc4[nH]c(N)cc4n3)CC2)c1OC,-9.222,6
149,C1C[C@H](c2cccc(OC)c2OC)CC[C@H]1CNc1[nH]c2cc(N)nc-2cc1,COc1cccc([C@H]2CC[C@H](CN=c3ccc4[nH]c(N)cc4[nH]3)CC2)c1OC,COc1cccc([C@H]2CC[C@H](C/N=c3\ccc4[nH]c(N)cc4[nH]3)CC2)c1OC,-8.748,35
150,C1C[C@H](c2cccc(OC)c2OC)CC[C@H]1CNc1[nH]c2cc(N)nc-2cc1,COc1cccc([C@H]2CC[C@H](CN=c3ccc4[nH]c(N)cc4[nH]3)CC2)c1OC,COc1cccc([C@H]2CC[C@H](C/N=c3/ccc4[nH]c(N)cc4[nH]3)CC2)c1OC,-9.089,35
151,c1(OC)ccccc1CNc1[nH]c2cc(O)nc-2cc1,COc1ccccc1CNc1ccc2nc(O)cc-2[nH]1,COc1ccccc1CNc1ccc2nc(O)cc-2[nH]1,-8.326,60
152,c1(OC)ccccc1CNc1[nH]c2cc(O)nc-2cc1,COc1ccccc1CNc1ccc2[nH]c(=O)cc-2[nH]1,COc1ccccc1CNc1ccc2[nH]c(=O)cc-2[nH]1,-8.453,60
153,c1(OC)ccccc1CNc1[nH]c2cc(O)nc-2cc1,COc1ccccc1CNc1ccc2[nH]c(O)cc2n1,COc1ccccc1CNc1ccc2[nH]c(O)cc2n1,-7.986,100
154,c1(OC)ccccc1CNc1[nH]c2cc(O)nc-2cc1,COc1ccccc1CN=c1ccc2[nH]c(O)cc2[nH]1,COc1ccccc1C/N=c1\ccc2[nH]c(O)cc2[nH]1,-8.427,59
155,c1(OC)ccccc1CNc1[nH]c2cc(O)nc-2cc1,COc1ccccc1CN=c1ccc2[nH]c(O)cc2[nH]1,COc1ccccc1C/N=c1/ccc2[nH]c(O)cc2[nH]1,-8.412,59
156,c1n(Cc2ccccc2)c2ccnc-2cc1,c1ccc(Cn2cccc3nccc2-3)cc1,c1ccc(Cn2cccc3nccc2-3)cc1,-8.005,99
157,C1C[C@@H](O)CC[C@H]1CNc1[nH]c2nc(C3CN3)nc-2cc1,O[C@H]1CC[C@@H](CNc2ccc3nc(C4C[NH2+]4)nc-3[nH]2)CC1,O[C@H]1CC[C@@H](CNc2ccc3nc([C@@H]4C[NH2+]4)nc-3[nH]2)CC1,-8.417,58
158,C1C[C@@H](O)CC[C@H]1CNc1[nH]c2nc(C3CN3)nc-2cc1,O[C@H]1CC[C@@H](CNc2ccc3nc(C4C[NH2+]4)nc-3[nH]2)CC1,O[C@H]1CC[C@@H](CNc2ccc3nc([C@H]4C[NH2+]4)nc-3[nH]2)CC1,-8.258,58
159,C1C[C@@H](O)CC[C@H]1CNc1[nH]c2nc(C3CN3)nc-2cc1,O[C@H]1CC[C@@H](CNc2ccc3nc(C4C[NH2+]4)[nH]c3n2)CC1,O[C@H]1CC[C@@H](CNc2ccc3nc([C@@H]4C[NH2+]4)[nH]c3n2)CC1,-8.285,25
160,C1C[C@@H](O)CC[C@H]1CNc1[nH]c2nc(C3CN3)nc-2cc1,O[C@H]1CC[C@@H](CNc2ccc3nc(C4C[NH2+]4)[nH]c3n2)CC1,O[C@H]1CC[C@@H](CNc2ccc3nc([C@H]4C[NH2+]4)[nH]c3n2)CC1,-8.107,25
161,C1C[C@@H](O)CC[C@H]1CNc1[nH]c2nc(C3CN3)nc-2cc1,O[C@H]1CC[C@@H](CNc2ccc3[nH]c(C4C[NH2+]4)nc3n2)CC1,O[C@H]1CC[C@@H](CNc2ccc3[nH]c([C@@H]4C[NH2+]4)nc3n2)CC1,-8.341,25
162,C1C[C@@H](O)CC[C@H]1CNc1[nH]c2nc(C3CN3)nc-2cc1,O[C@H]1CC[C@@H](CNc2ccc3[nH]c(C4C[NH2+]4)nc3n2)CC1,O[C@H]1CC[C@@H](CNc2ccc3[nH]c([C@H]4C[NH2+]4)nc3n2)CC1,-8.119,25
163,C1C[C@@H](O)CC[C@H]1CNc1[nH]c2nc(C3CN3)nc-2cc1,O[C@H]1CC[C@@H](CN=c2ccc3nc(C4C[NH2+]4)[nH]c3[nH]2)CC1,O[C@H]1CC[C@@H](C/N=c2\ccc3nc([C@@H]4C[NH2+]4)[nH]c3[nH]2)CC1,-8.607,12
164,C1C[C@@H](O)CC[C@H]1CNc1[nH]c2nc(C3CN3)nc-2cc1,O[C@H]1CC[C@@H](CN=c2ccc3nc(C4C[NH2+]4)[nH]c3[nH]2)CC1,O[C@H]1CC[C@@H](C/N=c2\ccc3nc([C@H]4C[NH2+]4)[nH]c3[nH]2)CC1,-8.533,12
165,C1C[C@@H](O)CC[C@H]1CNc1[nH]c2nc(C3CN3)nc-2cc1,O[C@H]1CC[C@@H](CN=c2ccc3nc(C4C[NH2+]4)[nH]c3[nH]2)CC1,O[C@H]1CC[C@@H](C/N=c2/ccc3nc([C@@H]4C[NH2+]4)[nH]c3[nH]2)CC1,-8.644,12
166,C1C[C@@H](O)CC[C@H]1CNc1[nH]c2nc(C3CN3)nc-2cc1,O[C@H]1CC[C@@H](CN=c2ccc3nc(C4C[NH2+]4)[nH]c3[nH]2)CC1,O[C@H]1CC[C@@H](C/N=c2/ccc3nc([C@H]4C[NH2+]4)[nH]c3[nH]2)CC1,-8.483,12
167,C1C[C@@H](O)CC[C@H]1CNc1[nH]c2nc(C3CN3)nc-2cc1,O[C@H]1CC[C@@H](CN=c2ccc3[nH]c(C4C[NH2+]4)nc3[nH]2)CC1,O[C@H]1CC[C@@H](C/N=c2\ccc3[nH]c([C@@H]4C[NH2+]4)nc3[nH]2)CC1,-8.641,12
168,C1C[C@@H](O)CC[C@H]1CNc1[nH]c2nc(C3CN3)nc-2cc1,O[C@H]1CC[C@@H](CN=c2ccc3[nH]c(C4C[NH2+]4)nc3[nH]2)CC1,O[C@H]1CC[C@@H](C/N=c2\ccc3[nH]c([C@H]4C[NH2+]4)nc3[nH]2)CC1,-8.695,12
169,C1C[C@@H](O)CC[C@H]1CNc1[nH]c2nc(C3CN3)nc-2cc1,O[C@H]1CC[C@@H](CN=c2ccc3[nH]c(C4C[NH2+]4)nc3[nH]2)CC1,O[C@H]1CC[C@@H](C/N=c2/ccc3[nH]c([C@@H]4C[NH2+]4)nc3[nH]2)CC1,-8.88,12
