sdf_number,annalog,protonated,isomers,docking_energy
98,c1(NC(c2nc(C3CCCCC3)n[nH]2)=O)ccc(F)cc1,O=C(Nc1ccc(F)cc1)c1n[nH]c(C2CCCCC2)n1,O=C(Nc1ccc(F)cc1)c1n[nH]c(C2CCCCC2)n1,-9.112
99,c1(NC(c2nc(C3CCCCC3)n[nH]2)=O)ccc(C)cc1,Cc1ccc(NC(=O)c2nc(C3CCCCC3)n[nH]2)cc1,Cc1ccc(NC(=O)c2nc(C3CCCCC3)n[nH]2)cc1,-9.217
100,c1(NC(c2nc(C3CCCCC3)n[nH]2)=O)ccc(C)cc1,Cc1ccc(NC(=O)c2nnc(C3CCCCC3)[nH]2)cc1,Cc1ccc(NC(=O)c2nnc(C3CCCCC3)[nH]2)cc1,-9.427
101,c1(NC(c2nc(C3CCCCC3)n[nH]2)=O)ccc(C)cc1,Cc1ccc(NC(=O)c2n[nH]c(C3CCCCC3)n2)cc1,Cc1ccc(NC(=O)c2n[nH]c(C3CCCCC3)n2)cc1,-9.267
102,C(Nc1ccc(OC)cc1)(c1nc(C2CCCCC2)n[nH]1)=O,COc1ccc(NC(=O)c2nc(C3CCCCC3)n[nH]2)cc1,COc1ccc(NC(=O)c2nc(C3CCCCC3)n[nH]2)cc1,-8.954
103,C(Nc1ccc(OC)cc1)(c1nc(C2CCCCC2)n[nH]1)=O,COc1ccc(NC(=O)c2nnc(C3CCCCC3)[nH]2)cc1,COc1ccc(NC(=O)c2nnc(C3CCCCC3)[nH]2)cc1,-8.94
104,C(Nc1ccc(OC)cc1)(c1nc(C2CCCCC2)n[nH]1)=O,COc1ccc(NC(=O)c2n[nH]c(C3CCCCC3)n2)cc1,COc1ccc(NC(=O)c2n[nH]c(C3CCCCC3)n2)cc1,-9.224
105,C(Nc1ccc(F)cc1)(c1nc(-c2ccccc2)n[nH]1)=O,O=C(Nc1ccc(F)cc1)c1nc(-c2ccccc2)n[nH]1,O=C(Nc1ccc(F)cc1)c1nc(-c2ccccc2)n[nH]1,-8.984
106,C(Nc1ccc(F)cc1)(c1nc(-c2ccccc2)n[nH]1)=O,O=C(Nc1ccc(F)cc1)c1nnc(-c2ccccc2)[nH]1,O=C(Nc1ccc(F)cc1)c1nnc(-c2ccccc2)[nH]1,-9.07
107,C(Nc1ccc(F)cc1)(c1nc(-c2ccccc2)n[nH]1)=O,O=C(Nc1ccc(F)cc1)c1n[nH]c(-c2ccccc2)n1,O=C(Nc1ccc(F)cc1)c1n[nH]c(-c2ccccc2)n1,-8.991
108,c1(Cl)cccc(NC(c2[nH]nc(C3CCCCC3)n2)=O)c1,O=C(Nc1cccc(Cl)c1)c1nc(C2CCCCC2)n[nH]1,O=C(Nc1cccc(Cl)c1)c1nc(C2CCCCC2)n[nH]1,-9.302
109,c1(Cl)cccc(NC(c2[nH]nc(C3CCCCC3)n2)=O)c1,O=C(Nc1cccc(Cl)c1)c1nnc(C2CCCCC2)[nH]1,O=C(Nc1cccc(Cl)c1)c1nnc(C2CCCCC2)[nH]1,-9.356
110,c1(Cl)cccc(NC(c2[nH]nc(C3CCCCC3)n2)=O)c1,O=C(Nc1cccc(Cl)c1)c1n[nH]c(C2CCCCC2)n1,O=C(Nc1cccc(Cl)c1)c1n[nH]c(C2CCCCC2)n1,-9.306
111,c1(F)cccc(NC(c2[nH]nc(C3CCCCC3)n2)=O)c1,O=C(Nc1cccc(F)c1)c1nc(C2CCCCC2)n[nH]1,O=C(Nc1cccc(F)c1)c1nc(C2CCCCC2)n[nH]1,-9.279
112,c1(F)cccc(NC(c2[nH]nc(C3CCCCC3)n2)=O)c1,O=C(Nc1cccc(F)c1)c1nnc(C2CCCCC2)[nH]1,O=C(Nc1cccc(F)c1)c1nnc(C2CCCCC2)[nH]1,-9.196
113,c1(F)cccc(NC(c2[nH]nc(C3CCCCC3)n2)=O)c1,O=C(Nc1cccc(F)c1)c1n[nH]c(C2CCCCC2)n1,O=C(Nc1cccc(F)c1)c1n[nH]c(C2CCCCC2)n1,-9.254
114,n1c(C(=O)Nc2ccc(Br)cc2)[nH]nc1C1CCCCC1,O=C(Nc1ccc(Br)cc1)c1nc(C2CCCCC2)n[nH]1,O=C(Nc1ccc(Br)cc1)c1nc(C2CCCCC2)n[nH]1,-9.463
115,n1c(C(=O)Nc2ccc(Br)cc2)[nH]nc1C1CCCCC1,O=C(Nc1ccc(Br)cc1)c1nnc(C2CCCCC2)[nH]1,O=C(Nc1ccc(Br)cc1)c1nnc(C2CCCCC2)[nH]1,-9.643
116,n1c(C(=O)Nc2ccc(Br)cc2)[nH]nc1C1CCCCC1,O=C(Nc1ccc(Br)cc1)c1n[nH]c(C2CCCCC2)n1,O=C(Nc1ccc(Br)cc1)c1n[nH]c(C2CCCCC2)n1,-9.477
117,n1c(C(=O)Nc2ccc(Cl)cc2)[nH]nc1C1CC1,O=C(Nc1ccc(Cl)cc1)c1nc(C2CC2)n[nH]1,O=C(Nc1ccc(Cl)cc1)c1nc(C2CC2)n[nH]1,-8.028
118,n1c(C(=O)Nc2ccc(Cl)cc2)[nH]nc1C1CC1,O=C(Nc1ccc(Cl)cc1)c1nnc(C2CC2)[nH]1,O=C(Nc1ccc(Cl)cc1)c1nnc(C2CC2)[nH]1,-8.114
119,n1c(C(=O)Nc2ccc(Cl)cc2)[nH]nc1C1CC1,O=C(Nc1ccc(Cl)cc1)c1n[nH]c(C2CC2)n1,O=C(Nc1ccc(Cl)cc1)c1n[nH]c(C2CC2)n1,-8.169
120,O=C(N[C@]12C[C@@H]3C[C@H](C1)C[C@@H](C3)C2)c1ccon1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccon1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccon1,-8.638
121,O=C(NC12CC3CC(C1)CC(C3)C2)c1ncon1,O=C(NC12CC3CC(CC(C3)C1)C2)c1ncon1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ncon1,4.47
122,O=C(N[C@]12C[C@@H]3C[C@H](C1)C[C@@H](C3)C2)c1ccsn1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccsn1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccsn1,-8.524
123,O=C(N[C@]12C[C@@H]3C[C@H](C1)C[C@@H](C3)C2)c1ncoc1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cocn1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cocn1,-8.443
124,O=C(NC1CCCCC1)c1ncon1,O=C(NC1CCCCC1)c1ncon1,O=C(NC1CCCCC1)c1ncon1,-6.683
125,O=C(N[C@]12C[C@@H]3C[C@H](C1)C[C@@H](C3)C2)c1ncsc1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cscn1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cscn1,-8.416
126,C1[C@]2(NC(c3ncsn3)=O)C[C@@H]3C[C@H]1C[C@@H](C3)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ncsn1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ncsn1,-8.44
127,C1[C@]2(NC(c3nc[nH]n3)=O)C[C@@H]3C[C@H]1C[C@@H](C3)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nc[nH]n1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nc[nH]n1,-8.542
128,C1[C@]2(NC(c3nc[nH]n3)=O)C[C@@H]3C[C@H]1C[C@@H](C3)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nnc[nH]1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nnc[nH]1,-8.55
129,C1[C@]2(NC(c3nc[nH]n3)=O)C[C@@H]3C[C@H]1C[C@@H](C3)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ncn[nH]1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ncn[nH]1,-8.516
130,C1[C@]2(NC(c3ncno3)=O)C[C@@H]3C[C@H]1C[C@@H](C3)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ncno1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ncno1,-8.498
131,C1[C@]2(NC(c3ncco3)=O)C[C@@H]3C[C@H]1C[C@@H](C3)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ncco1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ncco1,-8.531
