sdf_number,annalog,protonated,isomers
69,C1[C@]2(NC(=O)c3c(C)c(-c4ccc(F)cc4)n(Cc4ccc(F)cc4)c3)C[C@@H]3C[C@H]1C[C@H](C2)C3,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cn(Cc2ccc(F)cc2)c1-c1ccc(F)cc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cn(Cc2ccc(F)cc2)c1-c1ccc(F)cc1
70,C1[C@]2(NC(=O)c3cc(-c4ccc(F)cc4)[nH]c3)C[C@@H]3C[C@H]1C[C@H](C2)C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1c[nH]c(-c2ccc(F)cc2)c1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1c[nH]c(-c2ccc(F)cc2)c1
71,C1[C@]2(NC(=O)c3c(C)c(-c4ccccc4F)n(Cc4ccncn4)c3)C[C@@H]3C[C@H]1C[C@H](C2)C3,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cn(Cc2ccncn2)c1-c1ccccc1F,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cn(Cc2ccncn2)c1-c1ccccc1F
72,C1[C@]2(NC(=O)c3cc(-c4ccccc4F)n(C4=CCCCC4)c3)C[C@@H]3C[C@H]1C[C@H](C2)C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cc(-c2ccccc2F)n(C2=CCCCC2)c1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cc(-c2ccccc2F)n(C2=CCCCC2)c1
73,C1[C@]2(NC(=O)c3c(C)c(-c4cnccn4)n(Cc4cc(Cl)ccc4)c3)C[C@@H]3C[C@H]1C[C@H](C2)C3,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cn(Cc2cccc(Cl)c2)c1-c1cnccn1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cn(Cc2cccc(Cl)c2)c1-c1cnccn1
74,c1(-c2n(C)nc(C(NC34CC5CC(C3)CC(C4)C5)=O)c2C)ccccc1,Cc1c(C(=O)NC23CC4CC(CC(C4)C2)C3)nn(C)c1-c1ccccc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(C)c1-c1ccccc1
75,c1(-c2n(Cc3ccccc3)nc(C(NC34CC5CC(C3)CC(C4)C5)=O)c2C#N)ccccc1,N#Cc1c(C(=O)NC23CC4CC(CC(C4)C2)C3)nn(Cc2ccccc2)c1-c1ccccc1,N#Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(Cc2ccccc2)c1-c1ccccc1
76,c1(-c2n(Cc3ccccc3)nc(C(NCC)=O)c2)ccccc1,CCNC(=O)c1cc(-c2ccccc2)n(Cc2ccccc2)n1,CCNC(=O)c1cc(-c2ccccc2)n(Cc2ccccc2)n1
77,c1(-c2n(CCCCCC)nc(C(NCC3CCCCC3)=O)c2C)ccccc1,CCCCCCn1nc(C(=O)NCC2CCCCC2)c(C)c1-c1ccccc1,CCCCCCn1nc(C(=O)NCC2CCCCC2)c(C)c1-c1ccccc1
78,c1(Nc2ncnc(C(N[C@@]34C[C@H]5C[C@@H](C3)CC(=C4)C5)=O)c2C)ccccc1,Cc1c(Nc2ccccc2)ncnc1C(=O)N[C@]12C=C3C[C@H](C[C@H](C3)C1)C2,Cc1c(Nc2ccccc2)ncnc1C(=O)N[C@]12C=C3C[C@H](C[C@H](C3)C1)C2
79,c1(Nc2ncnc(C(N[C@@]34C[C@H]5C[C@@H](C3)CC(=C4)C5)=O)c2C)ccccc1,Cc1c(C(=O)N[C@]23C=C4C[C@H](C[C@H](C4)C2)C3)nc[nH]c1=Nc1ccccc1,Cc1c(C(=O)N[C@]23C=C4C[C@H](C[C@H](C4)C2)C3)nc[nH]/c1=N\c1ccccc1
80,c1(Nc2ncnc(C(N[C@@]34C[C@H]5C[C@@H](C3)CC(=C4)C5)=O)c2C)ccccc1,Cc1c(C(=O)N[C@]23C=C4C[C@H](C[C@H](C4)C2)C3)nc[nH]c1=Nc1ccccc1,Cc1c(C(=O)N[C@]23C=C4C[C@H](C[C@H](C4)C2)C3)nc[nH]/c1=N/c1ccccc1
81,c1(Nc2ncnc(C(N[C@@]34C[C@H]5C[C@@H](C3)CC(=C4)C5)=O)c2C)ccccc1,Cc1c(C(=O)N[C@]23C=C4C[C@H](C[C@H](C4)C2)C3)[nH]cnc1=Nc1ccccc1,Cc1c(C(=O)N[C@]23C=C4C[C@H](C[C@H](C4)C2)C3)[nH]cn/c1=N\c1ccccc1
82,c1(Nc2ncnc(C(N[C@@]34C[C@H]5C[C@@H](C3)CC(=C4)C5)=O)c2C)ccccc1,Cc1c(C(=O)N[C@]23C=C4C[C@H](C[C@H](C4)C2)C3)[nH]cnc1=Nc1ccccc1,Cc1c(C(=O)N[C@]23C=C4C[C@H](C[C@H](C4)C2)C3)[nH]cn/c1=N/c1ccccc1
83,c1(-c2n(-c3ccccc3)nc(-c3ccncc3)c2C#N)ccccc1,N#Cc1c(-c2ccncc2)nn(-c2ccccc2)c1-c1ccccc1,N#Cc1c(-c2ccncc2)nn(-c2ccccc2)c1-c1ccccc1
84,C1(c2n(Cc3ccccc3)nc(C(N[C@@]34C[C@H]5C[C@@H](C3)CC(=C4)C5)=O)c2-c2ccncc2)CC1,O=C(N[C@]12C=C3C[C@H](C[C@H](C3)C1)C2)c1nn(Cc2ccccc2)c(C2CC2)c1-c1ccncc1,O=C(N[C@]12C=C3C[C@H](C[C@H](C3)C1)C2)c1nn(Cc2ccccc2)c(C2CC2)c1-c1ccncc1
85,c1(-c2n(CCc3ccccc3)nc(C(N[C@@H]3C4C[C@@H](C[C@@H]4NC(=O)CCF)C3)=O)c2C)ccccc1,Cc1c(C(=O)N[C@H]2C[C@H]3CC2[C@@H](NC(=O)CCF)C3)nn(CCc2ccccc2)c1-c1ccccc1,Cc1c(C(=O)N[C@H]2C[C@H]3C[C@@H]2[C@@H](NC(=O)CCF)C3)nn(CCc2ccccc2)c1-c1ccccc1
86,C1[C@@H]2CC3=C[C@](NC(c4nn(CC5CC5)c(-c5ccccc5)c4C)=O)(C[C@@H]1C3)C2,Cc1c(C(=O)N[C@]23C=C4C[C@H](C[C@H](C4)C2)C3)nn(CC2CC2)c1-c1ccccc1,Cc1c(C(=O)N[C@]23C=C4C[C@H](C[C@H](C4)C2)C3)nn(CC2CC2)c1-c1ccccc1
87,C1[C@@H]2CC3=C[C@](NC(c4nn(CCc5ccccc5)c(C#N)c4C)=O)(C[C@@H]1C3)C2,Cc1c(C(=O)N[C@]23C=C4C[C@H](C[C@H](C4)C2)C3)nn(CCc2ccccc2)c1C#N,Cc1c(C(=O)N[C@]23C=C4C[C@H](C[C@H](C4)C2)C3)nn(CCc2ccccc2)c1C#N
88,C1[C@@H]2CC3=C[C@](NC(c4nn(CCC5CC5)c(-c5ccccc5)c4C)=O)(C[C@@H]1C3)C2,Cc1c(C(=O)N[C@]23C=C4C[C@H](C[C@H](C4)C2)C3)nn(CCC2CC2)c1-c1ccccc1,Cc1c(C(=O)N[C@]23C=C4C[C@H](C[C@H](C4)C2)C3)nn(CCC2CC2)c1-c1ccccc1
89,C1[C@@H]2CC3=C[C@](NC(c4nn(C)c(-c5ccccc5F)c4C)=O)(C[C@@H]1C3)C2,Cc1c(C(=O)N[C@]23C=C4C[C@H](C[C@H](C4)C2)C3)nn(C)c1-c1ccccc1F,Cc1c(C(=O)N[C@]23C=C4C[C@H](C[C@H](C4)C2)C3)nn(C)c1-c1ccccc1F
90,C1[C@@H]2CC3=C[C@](NC(c4[nH]c(-c5ccccc5)cc4)=O)(C[C@@H]1C3)C2,O=C(N[C@]12C=C3C[C@H](C[C@H](C3)C1)C2)c1ccc(-c2ccccc2)[nH]1,O=C(N[C@]12C=C3C[C@H](C[C@H](C3)C1)C2)c1ccc(-c2ccccc2)[nH]1
91,C1[C@@H]2CC3=C[C@](NC(c4nn(Cc5ccccc5O)c(Cl)c4)=O)(C[C@@H]1C3)C2,O=C(N[C@]12C=C3C[C@H](C[C@H](C3)C1)C2)c1cc(Cl)n(Cc2ccccc2O)n1,O=C(N[C@]12C=C3C[C@H](C[C@H](C3)C1)C2)c1cc(Cl)n(Cc2ccccc2O)n1
92,C1[C@@H]2CC3=C[C@](N=C(/c4nn(-c5cc(Cl)ccc5)c(-c5ccccc5Br)c4)N)(C[C@@H]1C3)C2,NC(=[NH+][C@]12C=C3C[C@H](C[C@H](C3)C1)C2)c1cc(-c2ccccc2Br)n(-c2cccc(Cl)c2)n1,N/C(=[NH+]\[C@]12C=C3C[C@H](C[C@H](C3)C1)C2)c1cc(-c2ccccc2Br)n(-c2cccc(Cl)c2)n1
93,C1[C@@H]2CC3=C[C@](N=C(/c4nn(-c5cc(Cl)ccc5)c(-c5ccccc5Br)c4)N)(C[C@@H]1C3)C2,NC(=[NH+][C@]12C=C3C[C@H](C[C@H](C3)C1)C2)c1cc(-c2ccccc2Br)n(-c2cccc(Cl)c2)n1,N/C(=[NH+]/[C@]12C=C3C[C@H](C[C@H](C3)C1)C2)c1cc(-c2ccccc2Br)n(-c2cccc(Cl)c2)n1
94,C1[C@H]2C[C@]3(NC(/C=C/c4ccccc4)=O)C[C@H](C2)CC1=C3,O=C(/C=C/c1ccccc1)N[C@]12C=C3C[C@H](C[C@H](C3)C1)C2,O=C(/C=C/c1ccccc1)N[C@]12C=C3C[C@H](C[C@H](C3)C1)C2
95,C1[C@H]2C[C@]3(NC(c4c(C)c(C)n(-c5ccc(Cl)cc5)n4)=O)C[C@H](C2)CC1=C3,Cc1c(C(=O)N[C@]23C=C4C[C@H](C[C@H](C4)C2)C3)nn(-c2ccc(Cl)cc2)c1C,Cc1c(C(=O)N[C@]23C=C4C[C@H](C[C@H](C4)C2)C3)nn(-c2ccc(Cl)cc2)c1C
96,C1[C@H]2C[C@]3(NC(c4c(C)c(Br)n(CCc5ccc(OC)cc5)n4)=O)C[C@H](C2)CC1=C3,COc1ccc(CCn2nc(C(=O)N[C@]34C=C5C[C@H](C[C@H](C5)C3)C4)c(C)c2Br)cc1,COc1ccc(CCn2nc(C(=O)N[C@]34C=C5C[C@H](C[C@H](C5)C3)C4)c(C)c2Br)cc1
97,C1[C@H]2C[C@]3(NC(c4c(C)c(-c5ccccc5)n(-c5sc(C)cc5C)n4)=O)C[C@H](C2)CC1=C3,Cc1cc(C)c(-n2nc(C(=O)N[C@]34C=C5C[C@H](C[C@H](C5)C3)C4)c(C)c2-c2ccccc2)s1,Cc1cc(C)c(-n2nc(C(=O)N[C@]34C=C5C[C@H](C[C@H](C5)C3)C4)c(C)c2-c2ccccc2)s1
98,O[C@@H]1CC[C@H](Cn2c(C3CCCCC3)c(C)c(C(=O)NC[C@]34C[C@H]5C[C@H](C[C@@H](C3)C5)C4)c2)CC1,Cc1c(C(=O)NC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cn(C[C@H]2CC[C@@H](O)CC2)c1C1CCCCC1,Cc1c(C(=O)NC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cn(C[C@H]2CC[C@@H](O)CC2)c1C1CCCCC1
99,CO[C@H]1CC[C@H](Cn2c(-c3cccc(C)c3)c(C)c(C(=O)NCc3ccc(F)cc3)c2)CC1,CO[C@H]1CC[C@H](Cn2cc(C(=O)NCc3ccc(F)cc3)c(C)c2-c2cccc(C)c2)CC1,CO[C@H]1CC[C@H](Cn2cc(C(=O)NCc3ccc(F)cc3)c(C)c2-c2cccc(C)c2)CC1
100,O[C@@H]1CC[C@H](Cn2c3ccccc3c(C(=O)NC34CC5CC(CC(C3)C5)C4)c2)CC1,O=C(NC12CC3CC(CC(C3)C1)C2)c1cn(C[C@H]2CC[C@@H](O)CC2)c2ccccc12,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cn(C[C@H]2CC[C@@H](O)CC2)c2ccccc12
101,O=C1N[C@@H](Cn2c(-c3cccc(C)c3)c(C)c(C(=O)NC[C@]34C[C@H]5C[C@H](C[C@@H](C3)C5)C4)c2)CCC1,Cc1cccc(-c2c(C)c(C(=O)NC[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)cn2C[C@H]2CCCC(=O)N2)c1,Cc1cccc(-c2c(C)c(C(=O)NC[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)cn2C[C@H]2CCCC(=O)N2)c1
102,O[C@H]1C[C@@H](O)[C@H](n2c(-c3cccc(C)c3)c(C)c(C(=O)NC34CC5CC(CC(C3)C5)C4)c2)C1,Cc1cccc(-c2c(C)c(C(=O)NC34CC5CC(CC(C5)C3)C4)cn2[C@@H]2C[C@@H](O)C[C@H]2O)c1,Cc1cccc(-c2c(C)c(C(=O)N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)cn2[C@@H]2C[C@@H](O)C[C@H]2O)c1
103,O[C@H]1CC[C@H](Cn2c(CNC3CCCCC3)c(C)c(C(=O)NCC34C[C@H]5C[C@H](C[C@@H](C3)C5)C4)c2)CC1,Cc1c(C(=O)NCC23C[C@H]4C[C@@H](C2)C[C@@H](C3)C4)cn(C[C@H]2CC[C@H](O)CC2)c1C[NH2+]C1CCCCC1,Cc1c(C(=O)NC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cn(C[C@H]2CC[C@H](O)CC2)c1C[NH2+]C1CCCCC1
104,O[C@H]1CC[C@H](Cn2c(-c3cccc(CN4CCCCC4)c3)c(C)c(C(=O)NCC34CC5CC(CC(C3)C5)C4)c2)CC1,Cc1c(C(=O)NCC23CC4CC(CC(C4)C2)C3)cn(C[C@H]2CC[C@H](O)CC2)c1-c1cccc(C[NH+]2CCCCC2)c1,Cc1c(C(=O)NC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cn(C[C@H]2CC[C@H](O)CC2)c1-c1cccc(C[NH+]2CCCCC2)c1
105,O[C@H]1CC[C@H](Cn2c([C@@H]3CNC[C@@H](F)C3)c(C)c(C(=O)NC[C@]34C[C@H]5C[C@H](C[C@@H](C3)C5)C4)c2)CC1,Cc1c(C(=O)NC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cn(C[C@H]2CC[C@H](O)CC2)c1[C@@H]1C[NH2+]C[C@@H](F)C1,Cc1c(C(=O)NC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cn(C[C@H]2CC[C@H](O)CC2)c1[C@@H]1C[NH2+]C[C@@H](F)C1
106,C1C[C@H](n2c(-c3ccc(F)cc3)c(C)c(C(=O)NC[C@]34C[C@@H]5C[C@H](C3)C[C@@H](C5)C4)c2)CC[C@H]1F,Cc1c(C(=O)NC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cn([C@H]2CC[C@H](F)CC2)c1-c1ccc(F)cc1,Cc1c(C(=O)NC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cn([C@H]2CC[C@H](F)CC2)c1-c1ccc(F)cc1
107,C1C[C@@H](n2c(-c3cccc(C)c3)c(C)c(C(=O)NC[C@]34C[C@@H]5C[C@H](C3)C[C@@H](C5)C4)c2)CC[C@H]1F,Cc1cccc(-c2c(C)c(C(=O)NC[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)cn2[C@H]2CC[C@@H](F)CC2)c1,Cc1cccc(-c2c(C)c(C(=O)NC[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)cn2[C@H]2CC[C@@H](F)CC2)c1
108,C1C[C@H](Cn2c(CCC)c(C)c(C(=O)NCCC34CC5CC(C3)CC(C5)C4)c2)CC[C@H]1OC,CCCc1c(C)c(C(=O)NCCC23CC4CC(CC(C4)C2)C3)cn1C[C@H]1CC[C@H](OC)CC1,CCCc1c(C)c(C(=O)NCC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cn1C[C@H]1CC[C@H](OC)CC1
109,C1CC(Cn2c(/C=C\Cl)c(C)c(C(=O)NC[C@]34C[C@@H]5C[C@H](C3)C[C@@H](C5)C4)c2)CCC1,Cc1c(C(=O)NC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cn(CC2CCCCC2)c1/C=C\Cl,Cc1c(C(=O)NC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cn(CC2CCCCC2)c1/C=C\Cl
110,CC1(C)C[C@H](Cn2c(-c3cccc(C)c3)c(C)c(C(=O)NCC34C[C@@H]5C[C@H](C3)C[C@@H](C5)C4)c2)CC[C@H]1F,Cc1cccc(-c2c(C)c(C(=O)NCC34C[C@H]5C[C@@H](C3)C[C@@H](C4)C5)cn2C[C@@H]2CC[C@@H](F)C(C)(C)C2)c1,Cc1cccc(-c2c(C)c(C(=O)NC[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)cn2C[C@@H]2CC[C@@H](F)C(C)(C)C2)c1
111,C1C[C@H](Cn2c3cccnc3nc2C)CC[C@H]1C(=O)C(C)C,Cc1nc2ncccc2n1C[C@H]1CC[C@H](C(=O)C(C)C)CC1,Cc1nc2ncccc2n1C[C@H]1CC[C@H](C(=O)C(C)C)CC1
112,C1C[C@H](Cn2c3cccnc3nc2C)CC[C@H]1C(=O)C(C)C,Cc1[nH+]c2ncccc2n1C[C@H]1CC[C@H](C(=O)C(C)C)CC1,Cc1[nH+]c2ncccc2n1C[C@H]1CC[C@H](C(=O)C(C)C)CC1
113,C1C[C@H](CN2C(c3cccc(C)c3)OC(C)(C(=O)N[C@H]3CC[C@H](C(C)C)CC3)O2)CC[C@H]1C(C)(C)CC,CCC(C)(C)[C@H]1CC[C@H](CN2OC(C)(C(=O)N[C@H]3CC[C@H](C(C)C)CC3)OC2c2cccc(C)c2)CC1,CCC(C)(C)[C@H]1CC[C@H](CN2O[C@](C)(C(=O)N[C@H]3CC[C@H](C(C)C)CC3)O[C@@H]2c2cccc(C)c2)CC1
114,C1C[C@H](CN2C(c3cccc(C)c3)OC(C)(C(=O)N[C@H]3CC[C@H](C(C)C)CC3)O2)CC[C@H]1C(C)(C)CC,CCC(C)(C)[C@H]1CC[C@H](CN2OC(C)(C(=O)N[C@H]3CC[C@H](C(C)C)CC3)OC2c2cccc(C)c2)CC1,CCC(C)(C)[C@H]1CC[C@H](CN2O[C@@](C)(C(=O)N[C@H]3CC[C@H](C(C)C)CC3)O[C@@H]2c2cccc(C)c2)CC1
115,C1C[C@H](CN2C(c3cccc(C)c3)OC(C)(C(=O)N[C@H]3CC[C@H](C(C)C)CC3)O2)CC[C@H]1C(C)(C)CC,CCC(C)(C)[C@H]1CC[C@H](CN2OC(C)(C(=O)N[C@H]3CC[C@H](C(C)C)CC3)OC2c2cccc(C)c2)CC1,CCC(C)(C)[C@H]1CC[C@H](CN2O[C@](C)(C(=O)N[C@H]3CC[C@H](C(C)C)CC3)O[C@H]2c2cccc(C)c2)CC1
116,C1C[C@H](CN2C(c3cccc(C)c3)OC(C)(C(=O)N[C@H]3CC[C@H](C(C)C)CC3)O2)CC[C@H]1C(C)(C)CC,CCC(C)(C)[C@H]1CC[C@H](CN2OC(C)(C(=O)N[C@H]3CC[C@H](C(C)C)CC3)OC2c2cccc(C)c2)CC1,CCC(C)(C)[C@H]1CC[C@H](CN2O[C@@](C)(C(=O)N[C@H]3CC[C@H](C(C)C)CC3)O[C@H]2c2cccc(C)c2)CC1
117,n1cc(Cn2c(-c3cccc(C)c3)c3c(n2)N(C)C[C@H]2[C@@H]([C@H]2c4cc5c(cc4)OCO5)CC3)[nH]c1,Cc1cccc(-c2c3c(nn2Cc2cnc[nH]2)N(C)C[C@H]2[C@H](CC3)[C@H]2c2ccc3c(c2)OCO3)c1,Cc1cccc(-c2c3c(nn2Cc2cnc[nH]2)N(C)C[C@H]2[C@H](CC3)[C@H]2c2ccc3c(c2)OCO3)c1
118,n1cc(Cn2c(-c3cccc(C)c3)c3c(n2)N(C)C[C@H]2[C@@H]([C@H]2c4cc5c(cc4)OCO5)CC3)[nH]c1,Cc1cccc(-c2c3c(nn2Cc2c[nH]cn2)N(C)C[C@H]2[C@H](CC3)[C@H]2c2ccc3c(c2)OCO3)c1,Cc1cccc(-c2c3c(nn2Cc2c[nH]cn2)N(C)C[C@H]2[C@H](CC3)[C@H]2c2ccc3c(c2)OCO3)c1
119,n1cc(Cn2c(-c3cccc(C)c3)c3c(n2)N(C)C[C@H]2[C@@H]([C@H]2c4cc5c(cc4)OCO5)CC3)[nH]c1,Cc1cccc(-c2c3c(nn2Cc2c[nH+]c[nH]2)N(C)C[C@H]2[C@H](CC3)[C@H]2c2ccc3c(c2)OCO3)c1,Cc1cccc(-c2c3c(nn2Cc2c[nH+]c[nH]2)N(C)C[C@H]2[C@H](CC3)[C@H]2c2ccc3c(c2)OCO3)c1
120,C1[C@H]2C[C@@H]3C[C@@](CNC(c4c(C)c(-c5cccc(F)c5)n(C[C@H]5CC[C@H](O)CC5)c4)=O)(C[C@H]1C3)C2,Cc1c(C(=O)NC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cn(C[C@H]2CC[C@H](O)CC2)c1-c1cccc(F)c1,Cc1c(C(=O)NC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cn(C[C@H]2CC[C@H](O)CC2)c1-c1cccc(F)c1
121,C1[C@H]2C[C@@H]3C[C@@](CNC(c4c(C)c(-c5cccc(Br)c5)n(C[C@H]5CC[C@H](O)CC5)c4)=O)(C[C@H]1C3)C2,Cc1c(C(=O)NC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cn(C[C@H]2CC[C@H](O)CC2)c1-c1cccc(Br)c1,Cc1c(C(=O)NC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cn(C[C@H]2CC[C@H](O)CC2)c1-c1cccc(Br)c1
122,C1[C@H]2C[C@@H]3C[C@@](CNC(c4c(C)c(-c5ccccc5)n(CC5CCCCC5)c4)=O)(C[C@H]1C3)C2,Cc1c(C(=O)NC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cn(CC2CCCCC2)c1-c1ccccc1,Cc1c(C(=O)NC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cn(CC2CCCCC2)c1-c1ccccc1
123,C1[C@H]2C[C@@H]3C[C@@](C=NC(c4c(C)c(-c5cccc(Cl)c5)n(C[C@H]5CC[C@H](O)CC5)c4)=O)(C[C@H]1C3)C2,Cc1c(C(=O)N=C[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cn(C[C@H]2CC[C@H](O)CC2)c1-c1cccc(Cl)c1,Cc1c(C(=O)/N=C/[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cn(C[C@H]2CC[C@H](O)CC2)c1-c1cccc(Cl)c1
124,C1[C@H]2C[C@@H]3C[C@@](C=NC(c4c(C)c(-c5cccc(Cl)c5)n(C[C@H]5CC[C@H](O)CC5)c4)=O)(C[C@H]1C3)C2,Cc1c(C(=O)N=C[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cn(C[C@H]2CC[C@H](O)CC2)c1-c1cccc(Cl)c1,Cc1c(C(=O)/N=C\[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cn(C[C@H]2CC[C@H](O)CC2)c1-c1cccc(Cl)c1
